Ba_3d_BE	Ba_3d_cps	O_1s_(2)_BE	O_1s_(2)_cps	O_1s_BE	O_1s_cps	C_1s_BE	C_1s_cps	N_1s_BE	N_1s_cps	Cl_2p_BE	Cl_2p_cps	Au_4f_BE	Au_4f_cps	overview_BE	overview_cps	
NaN	NaN	NaN	NaN	541.3	6976.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1013.0	7240
NaN	NaN	NaN	NaN	541.2	6952.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1012.0	7055
NaN	NaN	NaN	NaN	541.1	6944.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1011.0	7470
NaN	NaN	NaN	NaN	541.0	6920.175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1010.0	7095
NaN	NaN	NaN	NaN	540.9	6898.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1009.0	7025
NaN	NaN	NaN	NaN	540.8	6872.95	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1008.0	7110
NaN	NaN	NaN	NaN	540.7	6853.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1007.0	7330
NaN	NaN	NaN	NaN	540.6	6860.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1006.0	7080
NaN	NaN	NaN	NaN	540.5	6858.425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1005.0	7630
NaN	NaN	NaN	NaN	540.4	6799.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1004.0	6945
NaN	NaN	NaN	NaN	540.3	6823.825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1003.0	7220
NaN	NaN	NaN	NaN	540.2	6806.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1002.0	7140
NaN	NaN	NaN	NaN	540.1	6783.05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1001.0	7330
NaN	NaN	NaN	NaN	540.0	6777.35	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1000.0	7035
NaN	NaN	NaN	NaN	539.9	6780.675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	999.0	7235
NaN	NaN	NaN	NaN	539.8	6760.15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	998.0	7470
NaN	NaN	NaN	NaN	539.7	6766.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	997.0	6805
NaN	NaN	NaN	NaN	539.6	6748.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	996.0	6905
NaN	NaN	NaN	NaN	539.5	6740.35	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	995.0	6720
NaN	NaN	NaN	NaN	539.4	6726.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	994.0	7255
NaN	NaN	NaN	NaN	539.3	6697.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	993.0	7085
NaN	NaN	NaN	NaN	539.2	6723.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	992.0	7100
NaN	NaN	NaN	NaN	539.1	6723.95	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	991.0	7275
NaN	NaN	NaN	NaN	539.0	6717.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	990.0	6955
NaN	NaN	NaN	NaN	538.9	6696.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	989.0	7205
NaN	NaN	NaN	NaN	538.8	6682.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	988.0	6895
NaN	NaN	NaN	NaN	538.7	6673.175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	987.0	7105
NaN	NaN	NaN	NaN	538.6	6677.775	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	986.0	6920
NaN	NaN	NaN	NaN	538.5	6691.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	985.0	6980
NaN	NaN	NaN	NaN	538.4	6676.525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	984.0	6885
NaN	NaN	NaN	NaN	538.3	6691.525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	983.0	7000
NaN	NaN	NaN	NaN	538.2	6660.425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	982.0	7155
NaN	NaN	NaN	NaN	538.1	6647.65	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	981.0	6780
NaN	NaN	NaN	NaN	538.0	6665.275	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	980.0	7095
NaN	NaN	NaN	NaN	537.9	6667.325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	979.0	6825
NaN	NaN	NaN	NaN	537.8	6681.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	978.0	7055
NaN	NaN	NaN	NaN	537.7	6651.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	977.0	6890
NaN	NaN	NaN	NaN	537.6	6650.15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	976.0	7105
NaN	NaN	NaN	NaN	537.5	6649.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	975.0	6955
NaN	NaN	NaN	NaN	537.4	6653.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	974.0	6845
NaN	NaN	NaN	NaN	537.3	6643.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	973.0	6735
NaN	NaN	NaN	NaN	537.2	6651.325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	972.0	6895
NaN	NaN	NaN	NaN	537.1	6630.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	971.0	6640
NaN	NaN	NaN	NaN	537.0	6650.575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	970.0	6710
NaN	NaN	NaN	NaN	536.9	6634.225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	969.0	6810
NaN	NaN	NaN	NaN	536.8	6625.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	968.0	7120
NaN	NaN	NaN	NaN	536.7	6649.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	967.0	6880
NaN	NaN	NaN	NaN	536.6	6657.425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	966.0	6695
NaN	NaN	NaN	NaN	536.5	6630.175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	965.0	6715
NaN	NaN	NaN	NaN	536.4	6647.225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	964.0	6870
NaN	NaN	NaN	NaN	536.3	6656.725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	963.0	6585
NaN	NaN	NaN	NaN	536.2	6655.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	962.0	6815
NaN	NaN	NaN	NaN	536.1	6648.525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	961.0	6765
NaN	NaN	NaN	NaN	536.0	6657.525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	960.0	7175
NaN	NaN	NaN	NaN	535.9	6646.15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	959.0	7025
NaN	NaN	NaN	NaN	535.8	6621.55	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	958.0	6435
NaN	NaN	NaN	NaN	535.7	6664.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	957.0	7010
NaN	NaN	NaN	NaN	535.6	6647.525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	956.0	6805
NaN	NaN	NaN	NaN	535.5	6672.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	955.0	6710
NaN	NaN	NaN	NaN	535.4	6663.925	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	954.0	6695
NaN	NaN	NaN	NaN	535.3	6686.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	953.0	6485
NaN	NaN	NaN	NaN	535.2	6722.425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	952.0	6780
NaN	NaN	NaN	NaN	535.1	6686.05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	951.0	6800
NaN	NaN	NaN	NaN	535.0	6715.325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	950.0	6280
NaN	NaN	NaN	NaN	534.9	6712.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	949.0	7010
NaN	NaN	NaN	NaN	534.8	6743.05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	948.0	6575
NaN	NaN	NaN	NaN	534.7	6746.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	947.0	7035
NaN	NaN	NaN	NaN	534.6	6775.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	946.0	6960
NaN	NaN	NaN	NaN	534.5	6779.525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	945.0	6835
NaN	NaN	NaN	NaN	534.4	6827.725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	944.0	6710
NaN	NaN	NaN	NaN	534.3	6861.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	943.0	6750
NaN	NaN	NaN	NaN	534.2	6826.325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	942.0	7085
NaN	NaN	NaN	NaN	534.1	6847.55	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	941.0	6745
NaN	NaN	NaN	NaN	534.0	6863.05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	940.0	6625
NaN	NaN	NaN	NaN	533.9	6861.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	939.0	6825
NaN	NaN	NaN	NaN	533.8	6870.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	938.0	6705
NaN	NaN	NaN	NaN	533.7	6863.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	937.0	6505
NaN	NaN	NaN	NaN	533.6	6846.725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	936.0	6550
NaN	NaN	NaN	NaN	533.5	6822.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	935.0	6750
NaN	NaN	NaN	NaN	533.4	6820.85	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	934.0	6760
NaN	NaN	NaN	NaN	533.3	6847.35	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	933.0	6800
NaN	NaN	NaN	NaN	533.2	6804.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	932.0	6785
NaN	NaN	NaN	NaN	533.1	6765.35	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	931.0	6800
NaN	NaN	NaN	NaN	533.0	6757.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	930.0	6935
NaN	NaN	NaN	NaN	532.9	6743.975	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	929.0	6905
NaN	NaN	NaN	NaN	532.8	6687.225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	928.0	6760
NaN	NaN	NaN	NaN	532.7	6672.975	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	927.0	6510
NaN	NaN	NaN	NaN	532.6	6639.775	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	926.0	6915
NaN	NaN	NaN	NaN	532.5	6584.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	925.0	6615
NaN	NaN	NaN	NaN	532.4	6570.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	924.0	6890
NaN	NaN	NaN	NaN	532.3	6537.675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	923.0	6770
NaN	NaN	NaN	NaN	532.2	6531.825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	922.0	6845
NaN	NaN	NaN	NaN	532.1	6488.175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	921.0	6725
NaN	NaN	NaN	NaN	532.0	6479.525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	920.0	6625
NaN	NaN	NaN	NaN	531.9	6414.325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	919.0	6805
NaN	NaN	NaN	NaN	531.8	6408.55	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	918.0	6855
NaN	NaN	NaN	NaN	531.7	6400.775	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	917.0	6425
NaN	NaN	NaN	NaN	531.6	6395.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	916.0	6690
NaN	NaN	NaN	NaN	531.5	6391.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	915.0	6945
NaN	NaN	NaN	NaN	531.4	6349.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	914.0	6805
NaN	NaN	NaN	NaN	531.3	6353.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	913.0	6885
NaN	NaN	NaN	NaN	531.2	6334.525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	912.0	6965
NaN	NaN	NaN	NaN	531.1	6321.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	911.0	6460
NaN	NaN	NaN	NaN	531.0	6317.725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	910.0	6860
NaN	NaN	NaN	NaN	530.9	6340.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	909.0	6675
NaN	NaN	NaN	NaN	530.8	6301.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	908.0	6820
NaN	NaN	NaN	NaN	530.7	6303.825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	907.0	6825
NaN	NaN	NaN	NaN	530.6	6299.475	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	906.0	6715
NaN	NaN	NaN	NaN	530.5	6286.225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	905.0	6990
NaN	NaN	NaN	NaN	530.4	6279.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	904.0	6725
NaN	NaN	NaN	NaN	530.3	6274.725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	903.0	6590
NaN	NaN	NaN	NaN	530.2	6262.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	902.0	7090
NaN	NaN	NaN	NaN	530.1	6277.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	901.0	6985
NaN	NaN	NaN	NaN	530.0	6244.575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	900.0	6930
NaN	NaN	NaN	NaN	529.9	6250.425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	899.0	7020
NaN	NaN	NaN	NaN	529.8	6248.45	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	898.0	6870
NaN	NaN	NaN	NaN	529.7	6248.425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	897.0	6995
NaN	NaN	NaN	NaN	529.6	6244.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	896.0	6620
NaN	NaN	NaN	NaN	529.5	6227.85	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	895.0	6640
NaN	NaN	NaN	NaN	529.4	6233.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	894.0	6655
NaN	NaN	NaN	NaN	529.3	6236.575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	893.0	6620
NaN	NaN	NaN	NaN	529.2	6238.175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	892.0	6835
NaN	NaN	NaN	NaN	529.1	6235.675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	891.0	6965
NaN	NaN	NaN	NaN	529.0	6231.175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	890.0	6960
NaN	NaN	NaN	NaN	528.9	6206.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	889.0	6335
NaN	NaN	NaN	NaN	528.8	6203.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	888.0	6885
NaN	NaN	NaN	NaN	528.7	6217.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	887.0	6600
NaN	NaN	NaN	NaN	528.6	6212.975	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	886.0	6710
NaN	NaN	NaN	NaN	528.5	6209.925	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	885.0	6615
NaN	NaN	NaN	NaN	528.4	6206.825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	884.0	6520
NaN	NaN	NaN	NaN	528.3	6233.725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	883.0	6565
NaN	NaN	NaN	NaN	528.2	6232.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	882.0	6800
NaN	NaN	NaN	NaN	528.1	6206.425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	881.0	6610
NaN	NaN	NaN	NaN	528.0	6213.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	880.0	6350
NaN	NaN	NaN	NaN	527.9	6214.45	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	879.0	6410
NaN	NaN	NaN	NaN	527.8	6191.975	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	878.0	6795
NaN	NaN	NaN	NaN	527.7	6192.475	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	877.0	6625
NaN	NaN	NaN	NaN	527.6	6194.55	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	876.0	6505
NaN	NaN	NaN	NaN	527.5	6196.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	875.0	6745
NaN	NaN	NaN	NaN	527.4	6182.175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	874.0	6615
NaN	NaN	NaN	NaN	527.3	6181.45	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	873.0	6655
NaN	NaN	NaN	NaN	527.2	6200.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	872.0	6640
NaN	NaN	NaN	NaN	527.1	6184.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	871.0	6675
NaN	NaN	NaN	NaN	527.0	6180.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	870.0	6770
NaN	NaN	NaN	NaN	526.9	6185.575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	869.0	6640
NaN	NaN	NaN	NaN	526.8	6185.725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	868.0	6675
NaN	NaN	NaN	NaN	526.7	6207.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	867.0	6845
NaN	NaN	NaN	NaN	526.6	6190.525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	866.0	6645
NaN	NaN	NaN	NaN	526.5	6183.825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	865.0	6510
NaN	NaN	NaN	NaN	526.4	6203.425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	864.0	6810
NaN	NaN	NaN	NaN	526.3	6201.675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	863.0	6745
NaN	NaN	NaN	NaN	526.2	6181.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	862.0	6605
NaN	NaN	NaN	NaN	526.1	6178.175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	861.0	6950
NaN	NaN	NaN	NaN	526.0	6181.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	860.0	6455
NaN	NaN	NaN	NaN	525.9	6186.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	859.0	6520
NaN	NaN	NaN	NaN	525.8	6181.425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	858.0	6300
NaN	NaN	NaN	NaN	525.7	6184.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	857.0	6920
NaN	NaN	NaN	NaN	525.6	6172.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	856.0	6605
NaN	NaN	NaN	NaN	525.5	6211.65	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	855.0	6500
NaN	NaN	NaN	NaN	525.4	6180.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	854.0	6280
NaN	NaN	NaN	NaN	525.3	6176.675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	853.0	6885
NaN	NaN	NaN	NaN	525.2	6201.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	852.0	6550
NaN	NaN	NaN	NaN	525.1	6201.525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	851.0	6700
NaN	NaN	NaN	NaN	525.0	6172.825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	850.0	7065
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	849.0	6630
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	848.0	6595
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	847.0	6920
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	846.0	6435
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	845.0	6670
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	844.0	6945
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	843.0	6500
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	842.0	6445
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	841.0	6730
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	840.0	6655
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	839.0	6890
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	838.0	6370
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	837.0	6405
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	836.0	6665
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	835.0	6885
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	834.0	6625
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	833.0	6695
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	832.0	6860
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	831.0	6695
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	830.0	6685
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	829.0	6820
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	828.0	6770
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	827.0	6875
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	826.0	6845
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	825.0	7220
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	824.0	7280
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	823.0	6700
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	822.0	6560
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	821.0	7005
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	820.0	6685
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	819.0	6960
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	818.0	6710
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	817.0	7015
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	816.0	6650
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	815.0	6510
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	814.0	6930
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	813.0	6660
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	812.0	6640
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	811.0	6995
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	810.0	6710
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	809.0	6825
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	808.0	6760
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	807.0	6680
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	806.0	6865
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	805.0	6750
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	804.0	6970
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	803.0	6865
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	802.0	6950
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	801.0	6815
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	800.0	7085
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	799.0	7115
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	798.0	6560
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	797.0	7570
