O_1s_(2)_BE	O_1s_(2)_cps	O_1s_BE	O_1s_cps	C_1s_BE	C_1s_cps	N_1s_BE	N_1s_cps	Cl_2p_BE	Cl_2p_cps	Au_4f_BE	Au_4f_cps	Ba_3d_BE	Ba_3d_cps	overview_BE	overview_cps	
NaN	NaN	541.1	7380.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1011.0	7410
NaN	NaN	541.0	7360.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1010.0	7540
NaN	NaN	540.9	7319.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1009.0	7320
NaN	NaN	540.8	7293.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1008.0	7300
NaN	NaN	540.7	7289.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1007.0	7265
NaN	NaN	540.6	7224.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1006.0	6985
NaN	NaN	540.5	7216.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1005.0	7620
NaN	NaN	540.4	7216.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1004.0	7420
NaN	NaN	540.3	7207.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1003.0	7190
NaN	NaN	540.2	7254.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1002.0	7675
NaN	NaN	540.1	7168.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1001.0	7310
NaN	NaN	540.0	7146.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1000.0	7475
NaN	NaN	539.9	7219.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	999.0	7565
NaN	NaN	539.8	7170.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	998.0	7660
NaN	NaN	539.7	7197.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	997.0	7590
NaN	NaN	539.6	7103.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	996.0	7385
NaN	NaN	539.5	7145.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	995.0	7310
NaN	NaN	539.4	7123.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	994.0	7260
NaN	NaN	539.3	7112.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	993.0	7300
NaN	NaN	539.2	7153.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	992.0	7570
NaN	NaN	539.1	7111.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	991.0	7380
NaN	NaN	539.0	7082.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	990.0	7530
NaN	NaN	538.9	7079.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	989.0	7300
NaN	NaN	538.8	7109.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	988.0	7275
NaN	NaN	538.7	7062.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	987.0	7150
NaN	NaN	538.6	7050.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	986.0	7210
NaN	NaN	538.5	7082.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	985.0	6985
NaN	NaN	538.4	7118.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	984.0	7015
NaN	NaN	538.3	7093.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	983.0	7210
NaN	NaN	538.2	7111.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	982.0	7410
NaN	NaN	538.1	7058.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	981.0	7175
NaN	NaN	538.0	7081.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	980.0	7105
NaN	NaN	537.9	7006.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	979.0	7535
NaN	NaN	537.8	7082.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	978.0	7340
NaN	NaN	537.7	7088.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	977.0	7455
NaN	NaN	537.6	7052.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	976.0	7075
NaN	NaN	537.5	7032.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	975.0	7695
NaN	NaN	537.4	7006.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	974.0	7260
NaN	NaN	537.3	7013.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	973.0	7030
NaN	NaN	537.2	7049.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	972.0	6830
NaN	NaN	537.1	6976.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	971.0	7335
NaN	NaN	537.0	7012.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	970.0	7575
NaN	NaN	536.9	7021.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	969.0	7330
NaN	NaN	536.8	7033.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	968.0	7205
NaN	NaN	536.7	6999.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	967.0	7195
NaN	NaN	536.6	7051.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	966.0	7025
NaN	NaN	536.5	7020.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	965.0	6735
NaN	NaN	536.4	7027.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	964.0	6965
NaN	NaN	536.3	7006.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	963.0	7190
NaN	NaN	536.2	7047.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	962.0	7000
NaN	NaN	536.1	6942.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	961.0	7035
NaN	NaN	536.0	7056.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	960.0	7230
NaN	NaN	535.9	7015.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	959.0	7430
NaN	NaN	535.8	7057.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	958.0	7295
NaN	NaN	535.7	7007.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	957.0	6855
NaN	NaN	535.6	7000.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	956.0	7135
NaN	NaN	535.5	6994.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	955.0	7380
NaN	NaN	535.4	7032.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	954.0	7375
NaN	NaN	535.3	7026.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	953.0	7245
NaN	NaN	535.2	6962.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	952.0	6990
NaN	NaN	535.1	6977.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	951.0	6830
NaN	NaN	535.0	7037.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	950.0	7235
NaN	NaN	534.9	7078.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	949.0	7215
NaN	NaN	534.8	6987.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	948.0	7125
NaN	NaN	534.7	7082.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	947.0	6960
NaN	NaN	534.6	7056.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	946.0	6785
NaN	NaN	534.5	7059.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	945.0	6900
NaN	NaN	534.4	7094.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	944.0	7050
NaN	NaN	534.3	7152.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	943.0	6800
NaN	NaN	534.2	7154.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	942.0	7355
NaN	NaN	534.1	7130.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	941.0	7160
NaN	NaN	534.0	7192.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	940.0	7290
NaN	NaN	533.9	7198.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	939.0	7330
NaN	NaN	533.8	7229.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	938.0	7140
NaN	NaN	533.7	7273.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	937.0	7325
NaN	NaN	533.6	7244.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	936.0	7115
NaN	NaN	533.5	7306.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	935.0	7070
NaN	NaN	533.4	7383.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	934.0	6830
NaN	NaN	533.3	7342.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	933.0	7075
NaN	NaN	533.2	7350.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	932.0	7190
NaN	NaN	533.1	7319.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	931.0	6990
NaN	NaN	533.0	7368.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	930.0	7140
NaN	NaN	532.9	7312.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	929.0	7040
NaN	NaN	532.8	7266.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	928.0	7320
NaN	NaN	532.7	7233.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	927.0	7040
NaN	NaN	532.6	7216.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	926.0	7190
NaN	NaN	532.5	7227.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	925.0	7215
NaN	NaN	532.4	7156.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	924.0	7370
NaN	NaN	532.3	7044.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	923.0	7065
NaN	NaN	532.2	7004.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	922.0	6635
NaN	NaN	532.1	7040.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	921.0	7085
NaN	NaN	532.0	6941.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	920.0	7325
NaN	NaN	531.9	6918.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	919.0	6980
NaN	NaN	531.8	6867.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	918.0	6865
NaN	NaN	531.7	6835.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	917.0	7125
NaN	NaN	531.6	6811.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	916.0	7130
NaN	NaN	531.5	6848.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	915.0	7085
NaN	NaN	531.4	6749.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	914.0	6800
NaN	NaN	531.3	6724.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	913.0	6860
NaN	NaN	531.2	6666.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	912.0	6925
NaN	NaN	531.1	6707.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	911.0	6640
NaN	NaN	531.0	6688.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	910.0	6685
NaN	NaN	530.9	6684.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	909.0	7060
NaN	NaN	530.8	6712.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	908.0	7260
NaN	NaN	530.7	6682.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	907.0	7050
NaN	NaN	530.6	6669.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	906.0	6910
NaN	NaN	530.5	6667.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	905.0	7120
NaN	NaN	530.4	6599.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	904.0	6715
NaN	NaN	530.3	6604.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	903.0	6955
NaN	NaN	530.2	6612.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	902.0	7290
NaN	NaN	530.1	6596.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	901.0	6955
NaN	NaN	530.0	6559.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	900.0	6645
NaN	NaN	529.9	6626.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	899.0	6590
NaN	NaN	529.8	6528.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	898.0	7370
NaN	NaN	529.7	6568.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	897.0	7105
NaN	NaN	529.6	6562.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	896.0	6750
NaN	NaN	529.5	6586.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	895.0	6675
NaN	NaN	529.4	6530.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	894.0	6900
NaN	NaN	529.3	6584.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	893.0	7130
NaN	NaN	529.2	6528.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	892.0	6920
NaN	NaN	529.1	6561.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	891.0	6830
NaN	NaN	529.0	6571.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	890.0	6990
NaN	NaN	528.9	6533.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	889.0	6955
NaN	NaN	528.8	6545.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	888.0	6950
NaN	NaN	528.7	6560.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	887.0	6855
NaN	NaN	528.6	6548.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	886.0	6765
NaN	NaN	528.5	6574.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	885.0	6785
NaN	NaN	528.4	6584.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	884.0	7045
NaN	NaN	528.3	6567.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	883.0	6680
NaN	NaN	528.2	6545.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	882.0	6950
NaN	NaN	528.1	6548.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	881.0	6770
NaN	NaN	528.0	6540.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	880.0	6865
NaN	NaN	527.9	6549.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	879.0	6970
NaN	NaN	527.8	6541.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	878.0	6750
NaN	NaN	527.7	6513.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	877.0	6820
NaN	NaN	527.6	6497.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	876.0	6870
NaN	NaN	527.5	6520.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	875.0	6755
NaN	NaN	527.4	6495.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	874.0	6850
NaN	NaN	527.3	6483.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	873.0	6930
NaN	NaN	527.2	6529.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	872.0	6955
NaN	NaN	527.1	6549.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	871.0	6855
NaN	NaN	527.0	6546.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	870.0	6760
NaN	NaN	526.9	6488.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	869.0	6850
NaN	NaN	526.8	6492.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	868.0	6645
NaN	NaN	526.7	6495.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	867.0	7080
NaN	NaN	526.6	6491.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	866.0	7055
NaN	NaN	526.5	6507.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	865.0	6875
NaN	NaN	526.4	6547.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	864.0	6865
NaN	NaN	526.3	6502.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	863.0	6885
NaN	NaN	526.2	6562.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	862.0	7015
NaN	NaN	526.1	6538.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	861.0	6680
NaN	NaN	526.0	6544.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	860.0	7015
NaN	NaN	525.9	6564.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	859.0	7350
NaN	NaN	525.8	6495.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	858.0	6775
NaN	NaN	525.7	6527.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	857.0	6900
NaN	NaN	525.6	6524.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	856.0	7090
NaN	NaN	525.5	6474.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	855.0	7265
NaN	NaN	525.4	6516.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	854.0	6775
NaN	NaN	525.3	6518.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	853.0	7065
NaN	NaN	525.2	6507.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	852.0	6905
NaN	NaN	525.1	6533.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	851.0	6620
NaN	NaN	525.0	6553.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	850.0	6795
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	849.0	6900
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	848.0	6955
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	847.0	6775
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	846.0	6980
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	845.0	7120
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	844.0	6945
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	843.0	6940
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	842.0	6855
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	841.0	7195
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	840.0	7140
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	839.0	7025
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	838.0	7000
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	837.0	6790
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	836.0	6745
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	835.0	6920
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	834.0	7020
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	833.0	6885
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	832.0	7200
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	831.0	7140
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	830.0	6865
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	829.0	7060
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	828.0	6540
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	827.0	7100
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	826.0	7075
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	825.0	6830
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	824.0	6755
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	823.0	7025
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	822.0	6920
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	821.0	6840
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	820.0	7180
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	819.0	7090
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	818.0	7230
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	817.0	6855
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	816.0	6645
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	815.0	6940
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	814.0	7165
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	813.0	6835
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	812.0	6805
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	811.0	7205
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	810.0	7185
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	809.0	7175
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	808.0	7390
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	807.0	7115
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	806.0	7245
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	805.0	7290
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	804.0	7505
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	803.0	7345
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	802.0	7155
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	801.0	6950
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	800.0	7430
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	799.0	7105
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	798.0	7000
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	797.0	6970
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	796.0	7220
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	795.0	6985
