Ba_3d_BE	Ba_3d_cps	O_1s_(2)_BE	O_1s_(2)_cps	O_1s_BE	O_1s_cps	C_1s_BE	C_1s_cps	N_1s_BE	N_1s_cps	Cl_2p_BE	Cl_2p_cps	Au_4f_BE	Au_4f_cps	overview_BE	overview_cps	
779.6	8526.0156	531.6	6562.5114	555.6	7387.15	290.6	3965.4821	400.6	7022.795	199.6	3979.9375	90.6	5091.875	1156.0	10310
779.5	8507.8125	531.5	6549.733	555.5	7428.075	290.5	3975.1964	400.5	7037.48	199.5	3987.75	90.5	5035.625	1155.0	10230
779.4	8514.2813	531.4	6536.9602	555.4	7385.875	290.4	3954.0893	400.4	7030.67	199.4	3964.5208	90.4	5143.75	1154.0	10220
779.3	8485.7969	531.3	6513.358	555.3	7383.75	290.3	3967.6071	400.3	7046.045	199.3	3984.8125	90.3	5171.875	1153.0	10185
779.2	8479.875	531.2	6509.5966	555.2	7382.1	290.2	3977.4821	400.2	7041.43	199.2	3984.1875	90.2	5373.125	1152.0	10120
779.1	8475.0156	531.1	6483.7273	555.1	7418.975	290.1	3969.6786	400.1	7027.355	199.1	3950.1042	90.1	5340.0	1151.0	9675
779.0	8460.1094	531.0	6480.608	555.0	7427.95	290.0	3990.25	400.0	7035.87	199.0	4000.5833	90.0	5489.375	1150.0	9960
778.9	8442.7969	530.9	6473.6705	554.9	7403.675	289.9	3997.625	399.9	7042.77	198.9	3989.6042	89.9	5633.125	1149.0	9720
778.8	8434.7969	530.8	6467.9205	554.8	7440.0	289.8	3985.9821	399.8	7033.965	198.8	3988.9583	89.8	5939.375	1148.0	9855
778.7	8440.1875	530.7	6449.6193	554.7	7398.525	289.7	3999.6071	399.7	7043.56	198.7	3980.625	89.7	6153.125	1147.0	10285
778.6	8411.0156	530.6	6445.7159	554.6	7425.1	289.6	3988.8214	399.6	7038.385	198.6	3999.9792	89.6	6289.375	1146.0	9630
778.5	8412.6406	530.5	6438.6761	554.5	7442.3	289.5	3985.5357	399.5	7026.5	198.5	3987.7917	89.5	6833.75	1145.0	9920
778.4	8423.9219	530.4	6430.875	554.4	7416.6	289.4	4005.0	399.4	7040.885	198.4	3980.0625	89.4	7036.875	1144.0	9940
778.3	8400.3438	530.3	6431.5	554.3	7468.625	289.3	4012.0536	399.3	7023.43	198.3	3976.3125	89.3	7725.625	1143.0	9750
778.2	8425.6563	530.2	6419.3864	554.2	7435.975	289.2	4033.6071	399.2	7034.07	198.2	4000.3333	89.2	8091.25	1142.0	9810
778.1	8408.75	530.1	6411.5568	554.1	7443.3	289.1	4024.125	399.1	7035.055	198.1	3985.0417	89.1	8830.625	1141.0	9835
778.0	8387.2344	530.0	6419.8864	554.0	7458.825	289.0	3999.7857	399.0	7024.56	198.0	3982.2083	89.0	9574.375	1140.0	9595
777.9	8385.5938	NaN	NaN	553.9	7469.4	288.9	4009.5714	398.9	7014.83	197.9	3990.9167	88.9	10290.0	1139.0	9700
777.8	8388.3906	NaN	NaN	553.8	7482.675	288.8	4030.0893	398.8	7012.32	197.8	3978.0833	88.8	11143.75	1138.0	9695
777.7	8401.2188	NaN	NaN	553.7	7468.175	288.7	4003.6786	398.7	7022.73	197.7	3999.125	88.7	12227.5	1137.0	9495
777.6	8387.8906	NaN	NaN	553.6	7503.9	288.6	4056.4643	398.6	7011.705	197.6	4001.0208	88.6	13219.375	1136.0	10045
777.5	8395.5781	NaN	NaN	553.5	7512.55	288.5	4075.9821	398.5	7007.285	197.5	3994.9375	88.5	14124.375	1135.0	9550
777.4	8348.7813	NaN	NaN	553.4	7515.05	288.4	4093.0179	398.4	7008.43	197.4	3976.5417	88.4	14932.5	1134.0	9310
777.3	8402.0	NaN	NaN	553.3	7508.675	288.3	4074.0	398.3	7010.4	197.3	4002.3958	88.3	15909.375	1133.0	9450
777.2	8382.3281	NaN	NaN	553.2	7526.725	288.2	4129.2321	398.2	7004.21	197.2	3990.5833	88.2	16791.25	1132.0	9785
777.1	8373.7969	NaN	NaN	553.1	7555.4	288.1	4141.3571	398.1	7003.465	197.1	4001.9583	88.1	17345.0	1131.0	9655
777.0	8375.9375	NaN	NaN	553.0	7555.525	288.0	4145.9643	398.0	7001.29	197.0	3983.5417	88.0	17399.375	1130.0	9550
776.9	8389.8594	NaN	NaN	552.9	7564.125	287.9	4166.375	397.9	6990.66	196.9	3989.2292	87.9	17672.5	1129.0	9320
776.8	8396.3438	NaN	NaN	552.8	7585.075	287.8	4182.8036	397.8	6988.075	196.8	4004.75	87.8	17374.375	1128.0	9555
776.7	8387.7031	NaN	NaN	552.7	7609.325	287.7	4222.8036	397.7	6988.485	196.7	3969.0833	87.7	17016.875	1127.0	9370
776.6	8373.0625	NaN	NaN	552.6	7591.05	287.6	4222.7679	397.6	6994.74	196.6	4003.5417	87.6	16279.375	1126.0	9825
776.5	8366.5469	NaN	NaN	552.5	7599.775	287.5	4246.7143	397.5	6979.43	196.5	3996.9583	87.5	15598.75	1125.0	9160
776.4	8361.6563	NaN	NaN	552.4	7613.925	287.4	4259.8929	397.4	6981.61	196.4	3989.5	87.4	14414.375	1124.0	9255
776.3	8373.0938	NaN	NaN	552.3	7611.675	287.3	4285.6607	397.3	6991.895	196.3	3978.6667	87.3	13443.125	1123.0	9250
776.2	8386.2656	NaN	NaN	552.2	7672.75	287.2	4316.9286	397.2	6977.9	196.2	3979.5625	87.2	12272.5	1122.0	9375
776.1	8377.3281	NaN	NaN	552.1	7673.525	287.1	4349.4821	397.1	6994.88	196.1	3978.0625	87.1	11105.625	1121.0	9190
776.0	8365.4375	NaN	NaN	552.0	7679.425	287.0	4369.3929	397.0	6986.15	196.0	3982.5	87.0	10093.75	1120.0	8790
NaN	NaN	NaN	NaN	551.9	7683.75	286.9	4374.2143	396.9	6990.7	195.9	3981.1458	86.9	9299.375	1119.0	9215
NaN	NaN	NaN	NaN	551.8	7711.4	286.8	4410.4643	396.8	6970.885	195.8	3987.8333	86.8	8405.625	1118.0	8820
NaN	NaN	NaN	NaN	551.7	7735.25	286.7	4432.3571	396.7	6989.125	195.7	3982.9167	86.7	7848.125	1117.0	8820
NaN	NaN	NaN	NaN	551.6	7737.925	286.6	4476.4821	396.6	6993.915	195.6	3985.2708	86.6	7221.25	1116.0	9405
NaN	NaN	NaN	NaN	551.5	7755.95	286.5	4471.9643	396.5	6988.725	195.5	3992.6875	86.5	6726.875	1115.0	8935
NaN	NaN	NaN	NaN	551.4	7795.775	286.4	4518.7679	396.4	6985.505	195.4	4001.3542	86.4	6657.5	1114.0	9415
NaN	NaN	NaN	NaN	551.3	7784.4	286.3	4515.2679	396.3	6997.39	195.3	4003.4375	86.3	6559.375	1113.0	8845
NaN	NaN	NaN	NaN	551.2	7840.4	286.2	4543.0714	396.2	6997.81	195.2	3988.6875	86.2	6509.375	1112.0	8990
NaN	NaN	NaN	NaN	551.1	7845.85	286.1	4567.6964	396.1	6988.46	195.1	3987.8333	86.1	6566.875	1111.0	8825
NaN	NaN	NaN	NaN	551.0	7860.675	286.0	4570.5179	396.0	7001.72	195.0	3985.5625	86.0	6707.5	1110.0	9280
NaN	NaN	NaN	NaN	550.9	7922.3	285.9	4579.8571	395.9	6993.95	NaN	NaN	85.9	6996.875	1109.0	8885
NaN	NaN	NaN	NaN	550.8	7926.525	285.8	4590.9286	395.8	6994.58	NaN	NaN	85.8	7146.875	1108.0	9060
NaN	NaN	NaN	NaN	550.7	7944.725	285.7	4606.1964	395.7	6994.11	NaN	NaN	85.7	7738.125	1107.0	9185
NaN	NaN	NaN	NaN	550.6	7984.35	285.6	4626.6964	395.6	6999.53	NaN	NaN	85.6	8240.0	1106.0	8910
NaN	NaN	NaN	NaN	550.5	8006.425	285.5	4638.7321	395.5	7008.16	NaN	NaN	85.5	9005.625	1105.0	8360
NaN	NaN	NaN	NaN	550.4	8065.375	285.4	4617.6964	395.4	7005.73	NaN	NaN	85.4	9819.375	1104.0	8650
NaN	NaN	NaN	NaN	550.3	8070.175	285.3	4620.5536	395.3	7007.485	NaN	NaN	85.3	10535.625	1103.0	8845
NaN	NaN	NaN	NaN	550.2	8084.3	285.2	4612.2321	395.2	6998.815	NaN	NaN	85.2	11504.375	1102.0	9030
NaN	NaN	NaN	NaN	550.1	8134.2	285.1	4608.0536	395.1	7013.845	NaN	NaN	85.1	12608.125	1101.0	8855
NaN	NaN	NaN	NaN	550.0	8190.85	285.0	4562.7321	395.0	7015.12	NaN	NaN	85.0	13916.875	1100.0	8755
NaN	NaN	NaN	NaN	549.9	8203.625	284.9	4551.5179	NaN	NaN	NaN	NaN	84.9	15356.25	1099.0	8725
NaN	NaN	NaN	NaN	549.8	8251.45	284.8	4542.5536	NaN	NaN	NaN	NaN	84.8	16230.625	1098.0	8745
NaN	NaN	NaN	NaN	549.7	8288.425	284.7	4491.375	NaN	NaN	NaN	NaN	84.7	17542.5	1097.0	8380
NaN	NaN	NaN	NaN	549.6	8326.5	284.6	4444.5714	NaN	NaN	NaN	NaN	84.6	18750.0	1096.0	8855
NaN	NaN	NaN	NaN	549.5	8376.425	284.5	4422.875	NaN	NaN	NaN	NaN	84.5	19683.75	1095.0	8370
NaN	NaN	NaN	NaN	549.4	8420.7	284.4	4384.1071	NaN	NaN	NaN	NaN	84.4	20433.75	1094.0	8775
NaN	NaN	NaN	NaN	549.3	8475.175	284.3	4325.5	NaN	NaN	NaN	NaN	84.3	20398.125	1093.0	9010
NaN	NaN	NaN	NaN	549.2	8520.1	284.2	4314.1071	NaN	NaN	NaN	NaN	84.2	20263.75	1092.0	8750
NaN	NaN	NaN	NaN	549.1	8564.7	284.1	4277.4821	NaN	NaN	NaN	NaN	84.1	19918.125	1091.0	8660
NaN	NaN	NaN	NaN	549.0	8619.25	284.0	4231.2679	NaN	NaN	NaN	NaN	84.0	19348.125	1090.0	8500
NaN	NaN	NaN	NaN	548.9	8687.025	283.9	4191.0179	NaN	NaN	NaN	NaN	83.9	18156.25	1089.0	8600
NaN	NaN	NaN	NaN	548.8	8704.25	283.8	4176.2857	NaN	NaN	NaN	NaN	83.8	17086.875	1088.0	8405
NaN	NaN	NaN	NaN	548.7	8758.475	283.7	4156.2857	NaN	NaN	NaN	NaN	83.7	15500.0	1087.0	8620
NaN	NaN	NaN	NaN	548.6	8801.575	283.6	4111.9464	NaN	NaN	NaN	NaN	83.6	14266.25	1086.0	8025
NaN	NaN	NaN	NaN	548.5	8864.7	283.5	4071.2321	NaN	NaN	NaN	NaN	83.5	12638.75	1085.0	8550
NaN	NaN	NaN	NaN	548.4	8918.6	283.4	4056.3214	NaN	NaN	NaN	NaN	83.4	11191.25	1084.0	8620
NaN	NaN	NaN	NaN	548.3	8977.5	283.3	4037.3036	NaN	NaN	NaN	NaN	83.3	9832.5	1083.0	8435
NaN	NaN	NaN	NaN	548.2	8987.925	283.2	4020.1071	NaN	NaN	NaN	NaN	83.2	8727.5	1082.0	8240
NaN	NaN	NaN	NaN	548.1	9052.325	283.1	4017.8571	NaN	NaN	NaN	NaN	83.1	7628.125	1081.0	8355
NaN	NaN	NaN	NaN	548.0	9122.325	283.0	3990.1429	NaN	NaN	NaN	NaN	83.0	6702.5	1080.0	8130
NaN	NaN	NaN	NaN	547.9	9165.3	282.9	3978.9464	NaN	NaN	NaN	NaN	82.9	5929.375	1079.0	8130
NaN	NaN	NaN	NaN	547.8	9218.475	282.8	3966.5179	NaN	NaN	NaN	NaN	82.8	5398.125	1078.0	8180
NaN	NaN	NaN	NaN	547.7	9253.8	282.7	3969.3036	NaN	NaN	NaN	NaN	82.7	4968.125	1077.0	8130
NaN	NaN	NaN	NaN	547.6	9319.3	282.6	3967.75	NaN	NaN	NaN	NaN	82.6	4513.125	1076.0	7990
NaN	NaN	NaN	NaN	547.5	9315.6	282.5	3953.8571	NaN	NaN	NaN	NaN	82.5	4173.75	1075.0	7985
NaN	NaN	NaN	NaN	547.4	9371.35	282.4	3950.6429	NaN	NaN	NaN	NaN	82.4	3970.625	1074.0	8215
NaN	NaN	NaN	NaN	547.3	9406.775	282.3	3959.1607	NaN	NaN	NaN	NaN	82.3	3793.75	1073.0	7980
NaN	NaN	NaN	NaN	547.2	9429.775	282.2	3950.75	NaN	NaN	NaN	NaN	82.2	3769.375	1072.0	8150
NaN	NaN	NaN	NaN	547.1	9445.65	282.1	3932.1071	NaN	NaN	NaN	NaN	82.1	3528.75	1071.0	7920
NaN	NaN	NaN	NaN	547.0	9450.8	282.0	3954.6964	NaN	NaN	NaN	NaN	82.0	3441.25	1070.0	8205
NaN	NaN	NaN	NaN	546.9	9481.225	281.9	3943.4464	NaN	NaN	NaN	NaN	81.9	3382.5	1069.0	8020
NaN	NaN	NaN	NaN	546.8	9505.725	281.8	3924.5	NaN	NaN	NaN	NaN	81.8	3226.875	1068.0	7815
NaN	NaN	NaN	NaN	546.7	9526.45	281.7	3934.0893	NaN	NaN	NaN	NaN	81.7	3205.0	1067.0	8465
NaN	NaN	NaN	NaN	546.6	9520.55	281.6	3930.5893	NaN	NaN	NaN	NaN	81.6	3102.5	1066.0	7930
NaN	NaN	NaN	NaN	546.5	9506.375	281.5	3927.9107	NaN	NaN	NaN	NaN	81.5	3043.125	1065.0	8500
NaN	NaN	NaN	NaN	546.4	9487.325	281.4	3909.4821	NaN	NaN	NaN	NaN	81.4	2955.0	1064.0	8285
NaN	NaN	NaN	NaN	546.3	9454.775	281.3	3918.4286	NaN	NaN	NaN	NaN	81.3	2924.375	1063.0	8155
NaN	NaN	NaN	NaN	546.2	9443.225	281.2	3927.8929	NaN	NaN	NaN	NaN	81.2	2960.0	1062.0	8085
NaN	NaN	NaN	NaN	546.1	9422.7	281.1	3928.875	NaN	NaN	NaN	NaN	81.1	2875.0	1061.0	8060
NaN	NaN	NaN	NaN	546.0	9343.725	281.0	3924.1786	NaN	NaN	NaN	NaN	81.0	2869.375	1060.0	7710
NaN	NaN	NaN	NaN	545.9	9340.275	280.9	3926.0714	NaN	NaN	NaN	NaN	80.9	2878.75	1059.0	7975
NaN	NaN	NaN	NaN	545.8	9294.9	280.8	3921.7321	NaN	NaN	NaN	NaN	80.8	2848.75	1058.0	7820
NaN	NaN	NaN	NaN	545.7	9245.2	280.7	3904.125	NaN	NaN	NaN	NaN	80.7	2817.5	1057.0	8050
NaN	NaN	NaN	NaN	545.6	9172.425	280.6	3912.6429	NaN	NaN	NaN	NaN	80.6	2718.125	1056.0	8015
NaN	NaN	NaN	NaN	545.5	9147.5	280.5	3913.0357	NaN	NaN	NaN	NaN	80.5	2698.125	1055.0	7765
NaN	NaN	NaN	NaN	545.4	9090.85	280.4	3918.6071	NaN	NaN	NaN	NaN	80.4	2750.625	1054.0	7650
NaN	NaN	NaN	NaN	545.3	9049.075	280.3	3895.2679	NaN	NaN	NaN	NaN	80.3	2738.75	1053.0	7660
NaN	NaN	NaN	NaN	545.2	8986.65	280.2	3899.6429	NaN	NaN	NaN	NaN	80.2	2731.25	1052.0	7840
NaN	NaN	NaN	NaN	545.1	8904.925	280.1	3901.1786	NaN	NaN	NaN	NaN	80.1	2735.0	1051.0	7860
NaN	NaN	NaN	NaN	545.0	8837.525	280.0	3898.2679	NaN	NaN	NaN	NaN	80.0	2751.25	1050.0	7875
NaN	NaN	NaN	NaN	544.9	8790.175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1049.0	7830
NaN	NaN	NaN	NaN	544.8	8717.675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1048.0	7720
NaN	NaN	NaN	NaN	544.7	8658.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1047.0	8300
NaN	NaN	NaN	NaN	544.6	8592.475	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1046.0	7625
NaN	NaN	NaN	NaN	544.5	8556.325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1045.0	7485
NaN	NaN	NaN	NaN	544.4	8465.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1044.0	7845
NaN	NaN	NaN	NaN	544.3	8403.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1043.0	7400
NaN	NaN	NaN	NaN	544.2	8341.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1042.0	7645
NaN	NaN	NaN	NaN	544.1	8305.525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1041.0	7595
NaN	NaN	NaN	NaN	544.0	8246.225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1040.0	7535
NaN	NaN	NaN	NaN	543.9	8172.575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1039.0	7755
NaN	NaN	NaN	NaN	543.8	8128.625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1038.0	7535
NaN	NaN	NaN	NaN	543.7	8074.475	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1037.0	7525
NaN	NaN	NaN	NaN	543.6	7994.525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1036.0	7730
NaN	NaN	NaN	NaN	543.5	8005.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1035.0	7665
NaN	NaN	NaN	NaN	543.4	7932.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1034.0	7995
NaN	NaN	NaN	NaN	543.3	7884.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1033.0	7515
NaN	NaN	NaN	NaN	543.2	7850.45	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1032.0	7685
NaN	NaN	NaN	NaN	543.1	7798.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1031.0	7645
NaN	NaN	NaN	NaN	543.0	7756.975	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1030.0	7260
NaN	NaN	NaN	NaN	542.9	7702.425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1029.0	7105
NaN	NaN	NaN	NaN	542.8	7674.225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1028.0	7715
NaN	NaN	NaN	NaN	542.7	7614.275	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1027.0	7375
NaN	NaN	NaN	NaN	542.6	7600.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1026.0	7585
NaN	NaN	NaN	NaN	542.5	7577.775	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1025.0	7535
NaN	NaN	NaN	NaN	542.4	7530.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1024.0	7945
NaN	NaN	NaN	NaN	542.3	7477.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1023.0	7530
NaN	NaN	NaN	NaN	542.2	7484.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1022.0	7240
NaN	NaN	NaN	NaN	542.1	7455.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1021.0	7380
NaN	NaN	NaN	NaN	542.0	7421.825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1020.0	7485
NaN	NaN	NaN	NaN	541.9	7394.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1019.0	7100
NaN	NaN	NaN	NaN	541.8	7369.425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1018.0	7125
NaN	NaN	NaN	NaN	541.7	7338.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1017.0	7745
NaN	NaN	NaN	NaN	541.6	7335.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1016.0	7615
NaN	NaN	NaN	NaN	541.5	7282.65	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1015.0	7250
NaN	NaN	NaN	NaN	541.4	7285.425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1014.0	7530
NaN	NaN	NaN	NaN	541.3	7257.325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1013.0	7865
NaN	NaN	NaN	NaN	541.2	7237.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1012.0	7365
NaN	NaN	NaN	NaN	541.1	7225.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1011.0	7175
NaN	NaN	NaN	NaN	541.0	7193.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1010.0	7635
NaN	NaN	NaN	NaN	540.9	7184.45	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1009.0	7225
NaN	NaN	NaN	NaN	540.8	7151.775	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1008.0	6950
NaN	NaN	NaN	NaN	540.7	7141.475	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1007.0	7110
NaN	NaN	NaN	NaN	540.6	7140.425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1006.0	7500
NaN	NaN	NaN	NaN	540.5	7124.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1005.0	7360
