path=/Users/pabloherrero/sabat/xps_spectra/FBI_Cu/G2_Cu/2022_06_30_G2SL/20220630_Cu_G2SL_subl_90min_lowstep.xy
delimiters=([44, 275, 474, 675, 806, 1015, 1427], [201, 169, 171, 101, 179, 382, 7018], ['Si_2p', 'O_1s', 'N_1s', 'Si_2s', 'C_1s', 'Cu_2p', 'survey_hd'])
name=G2SL 90min_lowstep
label=20220630_Cu_G2SL_subl_90min_lowstep
date=20.22.0630
other_meta=Cu_G2SL_subl_90min_lowstep
area=
fit={}
color=
dfx=
range,Si_2p,Si_2p,O_1s,O_1s,N_1s,N_1s,Si_2s,Si_2s,C_1s,C_1s,Cu_2p,Cu_2p,survey_hd,survey_hd,C_1s_bg,C_1s_bg,O_1s_bg,O_1s_bg,N_1s_bg,N_1s_bg,Si_2p_bg,Si_2p_bg,Si_2s_bg,Si_2s_bg,Cu_2p_bg,Cu_2p_bg
properties,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts
5088,,,,,,,,,,,,,382.4,3.6335614,,,,,,,,,,,,
5089,,,,,,,,,,,,,382.2,3.8622709,,,,,,,,,,,,
5090,,,,,,,,,,,,,382.0,3.9260947,,,,,,,,,,,,
5091,,,,,,,,,,,,,381.8,3.6877681,,,,,,,,,,,,
5092,,,,,,,,,,,,,381.6,3.8128285,,,,,,,,,,,,
5093,,,,,,,,,,,,,381.4,3.7213495,,,,,,,,,,,,
5094,,,,,,,,,,,,,381.2,3.692721,,,,,,,,,,,,
5095,,,,,,,,,,,,,381.0,4.0072075,,,,,,,,,,,,
5096,,,,,,,,,,,,,380.8,4.0215944,,,,,,,,,,,,
5097,,,,,,,,,,,,,380.6,3.9312009,,,,,,,,,,,,
5098,,,,,,,,,,,,,380.4,3.8815612,,,,,,,,,,,,
5099,,,,,,,,,,,,,380.2,3.7035635,,,,,,,,,,,,
5100,,,,,,,,,,,,,380.0,3.7794138,,,,,,,,,,,,
5101,,,,,,,,,,,,,379.8,3.7127374,,,,,,,,,,,,
5102,,,,,,,,,,,,,379.6,3.7955624,,,,,,,,,,,,
5103,,,,,,,,,,,,,379.4,3.6592895,,,,,,,,,,,,
5104,,,,,,,,,,,,,379.2,3.6045825,,,,,,,,,,,,
5105,,,,,,,,,,,,,379.0,3.6024685,,,,,,,,,,,,
5106,,,,,,,,,,,,,378.8,3.6323959,,,,,,,,,,,,
5107,,,,,,,,,,,,,378.6,3.6731409,,,,,,,,,,,,
5108,,,,,,,,,,,,,378.4,3.9167929,,,,,,,,,,,,
5109,,,,,,,,,,,,,378.2,3.7215241,,,,,,,,,,,,
5110,,,,,,,,,,,,,378.0,3.5657876,,,,,,,,,,,,
5111,,,,,,,,,,,,,377.8,3.858204,,,,,,,,,,,,
5112,,,,,,,,,,,,,377.6,3.7975101,,,,,,,,,,,,
5113,,,,,,,,,,,,,377.4,3.8931139,,,,,,,,,,,,
5114,,,,,,,,,,,,,377.2,3.7730973,,,,,,,,,,,,
5115,,,,,,,,,,,,,377.0,3.6158086,,,,,,,,,,,,
5116,,,,,,,,,,,,,376.8,3.5423809,,,,,,,,,,,,
5117,,,,,,,,,,,,,376.6,3.7095843,,,,,,,,,,,,
5118,,,,,,,,,,,,,376.4,3.9567663,,,,,,,,,,,,
5119,,,,,,,,,,,,,376.2,3.8369477,,,,,,,,,,,,
5120,,,,,,,,,,,,,376.0,3.7965272,,,,,,,,,,,,
5121,,,,,,,,,,,,,375.8,3.7236164,,,,,,,,,,,,
5122,,,,,,,,,,,,,375.6,3.7874111,,,,,,,,,,,,
5123,,,,,,,,,,,,,375.4,3.6543425,,,,,,,,,,,,
5124,,,,,,,,,,,,,375.2,3.777155,,,,,,,,,,,,
5125,,,,,,,,,,,,,375.0,3.6325849,,,,,,,,,,,,
5126,,,,,,,,,,,,,374.8,3.8934293,,,,,,,,,,,,
5127,,,,,,,,,,,,,374.6,3.9982207,,,,,,,,,,,,
5128,,,,,,,,,,,,,374.4,3.8595638,,,,,,,,,,,,
5129,,,,,,,,,,,,,374.2,3.807501,,,,,,,,,,,,
5130,,,,,,,,,,,,,374.0,4.0408611,,,,,,,,,,,,
5131,,,,,,,,,,,,,373.8,3.9690625,,,,,,,,,,,,
5132,,,,,,,,,,,,,373.6,3.7234977,,,,,,,,,,,,
5133,,,,,,,,,,,,,373.4,3.6532032,,,,,,,,,,,,
5134,,,,,,,,,,,,,373.2,3.6482044,,,,,,,,,,,,
5135,,,,,,,,,,,,,373.0,4.0430341,,,,,,,,,,,,
5136,,,,,,,,,,,,,372.8,3.8514891,,,,,,,,,,,,
5137,,,,,,,,,,,,,372.6,3.7886596,,,,,,,,,,,,
5138,,,,,,,,,,,,,372.4,3.9440217,,,,,,,,,,,,
5139,,,,,,,,,,,,,372.2,3.8497562,,,,,,,,,,,,
5140,,,,,,,,,,,,,372.0,3.8450939,,,,,,,,,,,,
5141,,,,,,,,,,,,,371.8,3.9374573,,,,,,,,,,,,
5142,,,,,,,,,,,,,371.6,4.0121034,,,,,,,,,,,,
5143,,,,,,,,,,,,,371.4,3.7601881,,,,,,,,,,,,
5144,,,,,,,,,,,,,371.2,3.7182918,,,,,,,,,,,,
5145,,,,,,,,,,,,,371.0,3.836327,,,,,,,,,,,,
5146,,,,,,,,,,,,,370.8,3.6289449,,,,,,,,,,,,
5147,,,,,,,,,,,,,370.6,3.7394203,,,,,,,,,,,,
5148,,,,,,,,,,,,,370.4,4.0616384,,,,,,,,,,,,
5149,,,,,,,,,,,,,370.2,3.6721349,,,,,,,,,,,,
5150,,,,,,,,,,,,,370.0,3.8639515,,,,,,,,,,,,
5151,,,,,,,,,,,,,369.8,4.069719,,,,,,,,,,,,
5152,,,,,,,,,,,,,369.6,3.766926,,,,,,,,,,,,
5153,,,,,,,,,,,,,369.4,3.6815392,,,,,,,,,,,,
5154,,,,,,,,,,,,,369.2,3.6265459,,,,,,,,,,,,
5155,,,,,,,,,,,,,369.0,3.5524098,,,,,,,,,,,,
5156,,,,,,,,,,,,,368.8,3.7223104,,,,,,,,,,,,
5157,,,,,,,,,,,,,368.6,3.7466924,,,,,,,,,,,,
5158,,,,,,,,,,,,,368.4,4.0005932,,,,,,,,,,,,
5159,,,,,,,,,,,,,368.2,4.1108045,,,,,,,,,,,,
5160,,,,,,,,,,,,,368.0,3.9216928,,,,,,,,,,,,
5161,,,,,,,,,,,,,367.8,3.6752747,,,,,,,,,,,,
5162,,,,,,,,,,,,,367.6,3.8545193,,,,,,,,,,,,
5163,,,,,,,,,,,,,367.4,3.7668413,,,,,,,,,,,,
5164,,,,,,,,,,,,,367.2,3.9752952,,,,,,,,,,,,
5165,,,,,,,,,,,,,367.0,3.9249152,,,,,,,,,,,,
5166,,,,,,,,,,,,,366.8,3.9386779,,,,,,,,,,,,
5167,,,,,,,,,,,,,366.6,3.7825066,,,,,,,,,,,,
5168,,,,,,,,,,,,,366.4,3.8095296,,,,,,,,,,,,
5169,,,,,,,,,,,,,366.2,4.0202974,,,,,,,,,,,,
5170,,,,,,,,,,,,,366.0,3.8772151,,,,,,,,,,,,
5171,,,,,,,,,,,,,365.8,3.9517158,,,,,,,,,,,,
5172,,,,,,,,,,,,,365.6,3.90704,,,,,,,,,,,,
5173,,,,,,,,,,,,,365.4,3.7258557,,,,,,,,,,,,
5174,,,,,,,,,,,,,365.2,3.8991555,,,,,,,,,,,,
5175,,,,,,,,,,,,,365.0,3.8921901,,,,,,,,,,,,
5176,,,,,,,,,,,,,364.8,3.9875666,,,,,,,,,,,,
5177,,,,,,,,,,,,,364.6,3.9086292,,,,,,,,,,,,
5178,,,,,,,,,,,,,364.4,3.9243343,,,,,,,,,,,,
5179,,,,,,,,,,,,,364.2,3.7536,,,,,,,,,,,,
5180,,,,,,,,,,,,,364.0,3.8765908,,,,,,,,,,,,
5181,,,,,,,,,,,,,363.8,3.6694462,,,,,,,,,,,,
5182,,,,,,,,,,,,,363.6,3.986738,,,,,,,,,,,,
5183,,,,,,,,,,,,,363.4,3.9784323,,,,,,,,,,,,
5184,,,,,,,,,,,,,363.2,4.0247821,,,,,,,,,,,,
5185,,,,,,,,,,,,,363.0,3.9682798,,,,,,,,,,,,
5186,,,,,,,,,,,,,362.8,4.0531547,,,,,,,,,,,,
5187,,,,,,,,,,,,,362.6,4.034844,,,,,,,,,,,,
5188,,,,,,,,,,,,,362.4,3.9995193,,,,,,,,,,,,
5189,,,,,,,,,,,,,362.2,4.1762185,,,,,,,,,,,,
5190,,,,,,,,,,,,,362.0,4.2526356,,,,,,,,,,,,
5191,,,,,,,,,,,,,361.8,4.2674289,,,,,,,,,,,,
5192,,,,,,,,,,,,,361.6,4.0608853,,,,,,,,,,,,
5193,,,,,,,,,,,,,361.4,3.9130143,,,,,,,,,,,,
5194,,,,,,,,,,,,,361.2,3.9555707,,,,,,,,,,,,
5195,,,,,,,,,,,,,361.0,3.8674213,,,,,,,,,,,,
5196,,,,,,,,,,,,,360.8,3.6539943,,,,,,,,,,,,
5197,,,,,,,,,,,,,360.6,3.8577037,,,,,,,,,,,,
5198,,,,,,,,,,,,,360.4,3.9573198,,,,,,,,,,,,
5199,,,,,,,,,,,,,360.2,3.863644,,,,,,,,,,,,
5200,,,,,,,,,,,,,360.0,3.8807068,,,,,,,,,,,,
5201,,,,,,,,,,,,,359.8,3.8877983,,,,,,,,,,,,
5202,,,,,,,,,,,,,359.6,4.1239708,,,,,,,,,,,,
5203,,,,,,,,,,,,,359.4,3.6186237,,,,,,,,,,,,
5204,,,,,,,,,,,,,359.2,3.8204641,,,,,,,,,,,,
5205,,,,,,,,,,,,,359.0,4.0348965,,,,,,,,,,,,
5206,,,,,,,,,,,,,358.8,4.1456531,,,,,,,,,,,,
5207,,,,,,,,,,,,,358.6,4.1116881,,,,,,,,,,,,
5208,,,,,,,,,,,,,358.4,3.9845086,,,,,,,,,,,,
5209,,,,,,,,,,,,,358.2,3.7426935,,,,,,,,,,,,
5210,,,,,,,,,,,,,358.0,3.8940643,,,,,,,,,,,,
5211,,,,,,,,,,,,,357.8,3.9529678,,,,,,,,,,,,
5212,,,,,,,,,,,,,357.6,3.977933,,,,,,,,,,,,
5213,,,,,,,,,,,,,357.4,3.9499021,,,,,,,,,,,,
5214,,,,,,,,,,,,,357.2,3.9957229,,,,,,,,,,,,
5215,,,,,,,,,,,,,357.0,3.927246,,,,,,,,,,,,
5216,,,,,,,,,,,,,356.8,4.0083284,,,,,,,,,,,,
5217,,,,,,,,,,,,,356.6,4.2187096,,,,,,,,,,,,
5218,,,,,,,,,,,,,356.4,4.0990469,,,,,,,,,,,,
5219,,,,,,,,,,,,,356.2,4.1759233,,,,,,,,,,,,
5220,,,,,,,,,,,,,356.0,4.0542561,,,,,,,,,,,,
5221,,,,,,,,,,,,,355.8,4.0763004,,,,,,,,,,,,
5222,,,,,,,,,,,,,355.6,3.8758289,,,,,,,,,,,,
5223,,,,,,,,,,,,,355.4,4.0829746,,,,,,,,,,,,
5224,,,,,,,,,,,,,355.2,4.09103,,,,,,,,,,,,
5225,,,,,,,,,,,,,355.0,4.02636,,,,,,,,,,,,
5226,,,,,,,,,,,,,354.8,3.8576127,,,,,,,,,,,,
5227,,,,,,,,,,,,,354.6,3.8532303,,,,,,,,,,,,
5228,,,,,,,,,,,,,354.4,3.9998241,,,,,,,,,,,,
5229,,,,,,,,,,,,,354.2,4.1397842,,,,,,,,,,,,
5230,,,,,,,,,,,,,354.0,3.9338209,,,,,,,,,,,,
5231,,,,,,,,,,,,,353.8,4.1561639,,,,,,,,,,,,
5232,,,,,,,,,,,,,353.6,3.8069758,,,,,,,,,,,,
5233,,,,,,,,,,,,,353.4,3.7937246,,,,,,,,,,,,
5234,,,,,,,,,,,,,353.2,3.9979009,,,,,,,,,,,,
5235,,,,,,,,,,,,,353.0,4.0479217,,,,,,,,,,,,
5236,,,,,,,,,,,,,352.8,4.2269764,,,,,,,,,,,,
5237,,,,,,,,,,,,,352.6,3.9865289,,,,,,,,,,,,
5238,,,,,,,,,,,,,352.4,3.9320688,,,,,,,,,,,,
5239,,,,,,,,,,,,,352.2,3.881715,,,,,,,,,,,,
5240,,,,,,,,,,,,,352.0,4.0982005,,,,,,,,,,,,
5241,,,,,,,,,,,,,351.8,3.9863897,,,,,,,,,,,,
5242,,,,,,,,,,,,,351.6,3.9957759,,,,,,,,,,,,
5243,,,,,,,,,,,,,351.4,4.069301,,,,,,,,,,,,
5244,,,,,,,,,,,,,351.2,3.8668868,,,,,,,,,,,,
5245,,,,,,,,,,,,,351.0,3.9712245,,,,,,,,,,,,
5246,,,,,,,,,,,,,350.8,4.1080247,,,,,,,,,,,,
5247,,,,,,,,,,,,,350.6,4.2001154,,,,,,,,,,,,
5248,,,,,,,,,,,,,350.4,3.9451652,,,,,,,,,,,,
5249,,,,,,,,,,,,,350.2,3.8294797,,,,,,,,,,,,
5250,,,,,,,,,,,,,350.0,3.8313092,,,,,,,,,,,,
5251,,,,,,,,,,,,,349.8,3.8367619,,,,,,,,,,,,
5252,,,,,,,,,,,,,349.6,4.0572028,,,,,,,,,,,,
5253,,,,,,,,,,,,,349.4,4.0562224,,,,,,,,,,,,
5254,,,,,,,,,,,,,349.2,3.9074406,,,,,,,,,,,,
5255,,,,,,,,,,,,,349.0,3.9642898,,,,,,,,,,,,
5256,,,,,,,,,,,,,348.8,4.1133278,,,,,,,,,,,,
5257,,,,,,,,,,,,,348.6,3.7683444,,,,,,,,,,,,
5258,,,,,,,,,,,,,348.4,3.7561491,,,,,,,,,,,,
5259,,,,,,,,,,,,,348.2,3.8328802,,,,,,,,,,,,
5260,,,,,,,,,,,,,348.0,4.0513291,,,,,,,,,,,,
5261,,,,,,,,,,,,,347.8,4.1386294,,,,,,,,,,,,
5262,,,,,,,,,,,,,347.6,4.1388275,,,,,,,,,,,,
5263,,,,,,,,,,,,,347.4,3.9228913,,,,,,,,,,,,
5264,,,,,,,,,,,,,347.2,3.8912501,,,,,,,,,,,,
5265,,,,,,,,,,,,,347.0,3.8451106,,,,,,,,,,,,
5266,,,,,,,,,,,,,346.8,3.8321856,,,,,,,,,,,,
5267,,,,,,,,,,,,,346.6,3.9314389,,,,,,,,,,,,
5268,,,,,,,,,,,,,346.4,4.0932033,,,,,,,,,,,,
5269,,,,,,,,,,,,,346.2,4.1975344,,,,,,,,,,,,
5270,,,,,,,,,,,,,346.0,4.0812064,,,,,,,,,,,,
5271,,,,,,,,,,,,,345.8,4.2351997,,,,,,,,,,,,
5272,,,,,,,,,,,,,345.6,4.0038771,,,,,,,,,,,,
5273,,,,,,,,,,,,,345.4,3.9465394,,,,,,,,,,,,
5274,,,,,,,,,,,,,345.2,4.2323676,,,,,,,,,,,,
5275,,,,,,,,,,,,,345.0,4.2080118,,,,,,,,,,,,
5276,,,,,,,,,,,,,344.8,3.9015764,,,,,,,,,,,,
5277,,,,,,,,,,,,,344.6,4.1435637,,,,,,,,,,,,
5278,,,,,,,,,,,,,344.4,3.9153062,,,,,,,,,,,,
5279,,,,,,,,,,,,,344.2,4.0524327,,,,,,,,,,,,
5280,,,,,,,,,,,,,344.0,4.1728084,,,,,,,,,,,,
5281,,,,,,,,,,,,,343.8,4.2825703,,,,,,,,,,,,
5282,,,,,,,,,,,,,343.6,4.0495401,,,,,,,,,,,,
5283,,,,,,,,,,,,,343.4,4.2395233,,,,,,,,,,,,
5284,,,,,,,,,,,,,343.2,4.1376995,,,,,,,,,,,,
5285,,,,,,,,,,,,,343.0,3.9840917,,,,,,,,,,,,
5286,,,,,,,,,,,,,342.8,4.1268286,,,,,,,,,,,,
5287,,,,,,,,,,,,,342.6,4.0282546,,,,,,,,,,,,
5288,,,,,,,,,,,,,342.4,3.9987866,,,,,,,,,,,,
5289,,,,,,,,,,,,,342.2,4.0491582,,,,,,,,,,,,
5290,,,,,,,,,,,,,342.0,4.0385179,,,,,,,,,,,,
5291,,,,,,,,,,,,,341.8,4.1831663,,,,,,,,,,,,
5292,,,,,,,,,,,,,341.6,4.2206374,,,,,,,,,,,,
5293,,,,,,,,,,,,,341.4,3.9405235,,,,,,,,,,,,
5294,,,,,,,,,,,,,341.2,3.7453319,,,,,,,,,,,,
5295,,,,,,,,,,,,,341.0,3.9381812,,,,,,,,,,,,
5296,,,,,,,,,,,,,340.8,4.2562501,,,,,,,,,,,,
5297,,,,,,,,,,,,,340.6,4.1860504,,,,,,,,,,,,
5298,,,,,,,,,,,,,340.4,4.1650687,,,,,,,,,,,,
5299,,,,,,,,,,,,,340.2,4.1693122,,,,,,,,,,,,
5300,,,,,,,,,,,,,340.0,4.2777217,,,,,,,,,,,,
5301,,,,,,,,,,,,,339.8,4.0318902,,,,,,,,,,,,
5302,,,,,,,,,,,,,339.6,4.1289102,,,,,,,,,,,,
5303,,,,,,,,,,,,,339.4,4.2155323,,,,,,,,,,,,
5304,,,,,,,,,,,,,339.2,4.0100739,,,,,,,,,,,,
5305,,,,,,,,,,,,,339.0,4.1164745,,,,,,,,,,,,
5306,,,,,,,,,,,,,338.8,3.9905414,,,,,,,,,,,,
5307,,,,,,,,,,,,,338.6,3.9871216,,,,,,,,,,,,
5308,,,,,,,,,,,,,338.4,4.2484962,,,,,,,,,,,,
5309,,,,,,,,,,,,,338.2,3.9213488,,,,,,,,,,,,
5310,,,,,,,,,,,,,338.0,4.1554501,,,,,,,,,,,,
5311,,,,,,,,,,,,,337.8,4.1543632,,,,,,,,,,,,
5312,,,,,,,,,,,,,337.6,4.3000375,,,,,,,,,,,,
5313,,,,,,,,,,,,,337.4,4.089514,,,,,,,,,,,,
5314,,,,,,,,,,,,,337.2,4.0599101,,,,,,,,,,,,
5315,,,,,,,,,,,,,337.0,4.0029644,,,,,,,,,,,,
5316,,,,,,,,,,,,,336.8,4.2963675,,,,,,,,,,,,
5317,,,,,,,,,,,,,336.6,4.1376419,,,,,,,,,,,,
5318,,,,,,,,,,,,,336.4,3.9715571,,,,,,,,,,,,
5319,,,,,,,,,,,,,336.2,4.0251471,,,,,,,,,,,,
5320,,,,,,,,,,,,,336.0,4.4030357,,,,,,,,,,,,
5321,,,,,,,,,,,,,335.8,4.2090875,,,,,,,,,,,,
5322,,,,,,,,,,,,,335.6,4.0238566,,,,,,,,,,,,
5323,,,,,,,,,,,,,335.4,3.9529282,,,,,,,,,,,,
5324,,,,,,,,,,,,,335.2,4.172298,,,,,,,,,,,,
5325,,,,,,,,,,,,,335.0,4.2745873,,,,,,,,,,,,
5326,,,,,,,,,,,,,334.8,4.1603064,,,,,,,,,,,,
5327,,,,,,,,,,,,,334.6,4.3649585,,,,,,,,,,,,
5328,,,,,,,,,,,,,334.4,4.2393,,,,,,,,,,,,
5329,,,,,,,,,,,,,334.2,4.2811202,,,,,,,,,,,,
5330,,,,,,,,,,,,,334.0,4.2520877,,,,,,,,,,,,
5331,,,,,,,,,,,,,333.8,4.4928656,,,,,,,,,,,,
5332,,,,,,,,,,,,,333.6,4.143157,,,,,,,,,,,,
5333,,,,,,,,,,,,,333.4,4.2730095,,,,,,,,,,,,
5334,,,,,,,,,,,,,333.2,4.4804785,,,,,,,,,,,,
5335,,,,,,,,,,,,,333.0,4.2743119,,,,,,,,,,,,
5336,,,,,,,,,,,,,332.8,4.5114341,,,,,,,,,,,,
5337,,,,,,,,,,,,,332.6,4.0362738,,,,,,,,,,,,
5338,,,,,,,,,,,,,332.4,4.1838645,,,,,,,,,,,,
5339,,,,,,,,,,,,,332.2,4.0107438,,,,,,,,,,,,
5340,,,,,,,,,,,,,332.0,4.2985191,,,,,,,,,,,,
5341,,,,,,,,,,,,,331.8,4.2241768,,,,,,,,,,,,
5342,,,,,,,,,,,,,331.6,4.5326208,,,,,,,,,,,,
5343,,,,,,,,,,,,,331.4,4.2994078,,,,,,,,,,,,
5344,,,,,,,,,,,,,331.2,4.2418291,,,,,,,,,,,,
5345,,,,,,,,,,,,,331.0,4.4288078,,,,,,,,,,,,
5346,,,,,,,,,,,,,330.8,4.7877579,,,,,,,,,,,,
5347,,,,,,,,,,,,,330.6,4.3326461,,,,,,,,,,,,
5348,,,,,,,,,,,,,330.4,4.1583624,,,,,,,,,,,,
5349,,,,,,,,,,,,,330.2,4.2364178,,,,,,,,,,,,
5350,,,,,,,,,,,,,330.0,4.2076167,,,,,,,,,,,,
5351,,,,,,,,,,,,,329.8,4.0938009,,,,,,,,,,,,
5352,,,,,,,,,,,,,329.6,4.1752872,,,,,,,,,,,,
5353,,,,,,,,,,,,,329.4,4.5412577,,,,,,,,,,,,
5354,,,,,,,,,,,,,329.2,4.4956835,,,,,,,,,,,,
5355,,,,,,,,,,,,,329.0,4.3416068,,,,,,,,,,,,
5356,,,,,,,,,,,,,328.8,4.4804896,,,,,,,,,,,,
5357,,,,,,,,,,,,,328.6,4.2551585,,,,,,,,,,,,
5358,,,,,,,,,,,,,328.4,4.2372466,,,,,,,,,,,,
5359,,,,,,,,,,,,,328.2,4.1078022,,,,,,,,,,,,
5360,,,,,,,,,,,,,328.0,4.329891,,,,,,,,,,,,
5361,,,,,,,,,,,,,327.8,4.2921498,,,,,,,,,,,,
5362,,,,,,,,,,,,,327.6,4.4030699,,,,,,,,,,,,
5363,,,,,,,,,,,,,327.4,4.3418185,,,,,,,,,,,,
5364,,,,,,,,,,,,,327.2,4.349547,,,,,,,,,,,,
5365,,,,,,,,,,,,,327.0,4.165528,,,,,,,,,,,,
5366,,,,,,,,,,,,,326.8,4.4019663,,,,,,,,,,,,
5367,,,,,,,,,,,,,326.6,4.2817938,,,,,,,,,,,,
5368,,,,,,,,,,,,,326.4,4.1778177,,,,,,,,,,,,
5369,,,,,,,,,,,,,326.2,4.1817538,,,,,,,,,,,,
5370,,,,,,,,,,,,,326.0,4.5172427,,,,,,,,,,,,
5371,,,,,,,,,,,,,325.8,4.3561057,,,,,,,,,,,,
5372,,,,,,,,,,,,,325.6,4.2917374,,,,,,,,,,,,
5373,,,,,,,,,,,,,325.4,4.5105235,,,,,,,,,,,,
5374,,,,,,,,,,,,,325.2,4.1479179,,,,,,,,,,,,
5375,,,,,,,,,,,,,325.0,4.2496487,,,,,,,,,,,,
5376,,,,,,,,,,,,,324.8,4.7273485,,,,,,,,,,,,
5377,,,,,,,,,,,,,324.6,4.7013959,,,,,,,,,,,,
5378,,,,,,,,,,,,,324.4,4.3908538,,,,,,,,,,,,
5379,,,,,,,,,,,,,324.2,4.4026513,,,,,,,,,,,,
5380,,,,,,,,,,,,,324.0,4.2764145,,,,,,,,,,,,
5381,,,,,,,,,,,,,323.8,4.2773802,,,,,,,,,,,,
5382,,,,,,,,,,,,,323.6,4.2868986,,,,,,,,,,,,
5383,,,,,,,,,,,,,323.4,4.7781458,,,,,,,,,,,,
5384,,,,,,,,,,,,,323.2,4.4002341,,,,,,,,,,,,
5385,,,,,,,,,,,,,323.0,4.3860743,,,,,,,,,,,,
5386,,,,,,,,,,,,,322.8,4.3745435,,,,,,,,,,,,
5387,,,,,,,,,,,,,322.6,4.4944419,,,,,,,,,,,,
5388,,,,,,,,,,,,,322.4,4.5824734,,,,,,,,,,,,
5389,,,,,,,,,,,,,322.2,4.3989819,,,,,,,,,,,,
5390,,,,,,,,,,,,,322.0,4.2293809,,,,,,,,,,,,
5391,,,,,,,,,,,,,321.8,4.2592729,,,,,,,,,,,,
5392,,,,,,,,,,,,,321.6,4.3135773,,,,,,,,,,,,
5393,,,,,,,,,,,,,321.4,4.1158282,,,,,,,,,,,,
5394,,,,,,,,,,,,,321.2,4.1260552,,,,,,,,,,,,
5395,,,,,,,,,,,,,321.0,4.4538535,,,,,,,,,,,,
5396,,,,,,,,,,,,,320.8,4.3614794,,,,,,,,,,,,
5397,,,,,,,,,,,,,320.6,4.0896488,,,,,,,,,,,,
5398,,,,,,,,,,,,,320.4,4.287626,,,,,,,,,,,,
5399,,,,,,,,,,,,,320.2,4.2209453,,,,,,,,,,,,
5400,,,,,,,,,,,,,320.0,4.2585487,,,,,,,,,,,,
5401,,,,,,,,,,,,,319.8,4.2829354,,,,,,,,,,,,
5402,,,,,,,,,,,,,319.6,4.6427915,,,,,,,,,,,,
5403,,,,,,,,,,,,,319.4,4.5741742,,,,,,,,,,,,
5404,,,,,,,,,,,,,319.2,4.575854,,,,,,,,,,,,
5405,,,,,,,,,,,,,319.0,4.5031104,,,,,,,,,,,,
5406,,,,,,,,,,,,,318.8,4.6065086,,,,,,,,,,,,
5407,,,,,,,,,,,,,318.6,4.8062917,,,,,,,,,,,,
5408,,,,,,,,,,,,,318.4,4.2992764,,,,,,,,,,,,
5409,,,,,,,,,,,,,318.2,4.5683974,,,,,,,,,,,,
5410,,,,,,,,,,,,,318.0,4.6404876,,,,,,,,,,,,
5411,,,,,,,,,,,,,317.8,4.2646925,,,,,,,,,,,,
5412,,,,,,,,,,,,,317.6,4.3037417,,,,,,,,,,,,
5413,,,,,,,,,,,,,317.4,4.3908641,,,,,,,,,,,,
5414,,,,,,,,,,,,,317.2,4.5802523,,,,,,,,,,,,
5415,,,,,,,,,,,,,317.0,4.4444291,,,,,,,,,,,,
5416,,,,,,,,,,,,,316.8,4.4901711,,,,,,,,,,,,
5417,,,,,,,,,,,,,316.6,4.4303441,,,,,,,,,,,,
5418,,,,,,,,,,,,,316.4,4.3114733,,,,,,,,,,,,
5419,,,,,,,,,,,,,316.2,4.2858286,,,,,,,,,,,,
5420,,,,,,,,,,,,,316.0,4.3329011,,,,,,,,,,,,
5421,,,,,,,,,,,,,315.8,4.2853878,,,,,,,,,,,,
5422,,,,,,,,,,,,,315.6,4.5077724,,,,,,,,,,,,
5423,,,,,,,,,,,,,315.4,4.5305341,,,,,,,,,,,,
5424,,,,,,,,,,,,,315.2,4.165506,,,,,,,,,,,,
5425,,,,,,,,,,,,,315.0,4.1914536,,,,,,,,,,,,
5426,,,,,,,,,,,,,314.8,4.4340965,,,,,,,,,,,,
5427,,,,,,,,,,,,,314.6,4.3156607,,,,,,,,,,,,
5428,,,,,,,,,,,,,314.4,4.4005996,,,,,,,,,,,,
5429,,,,,,,,,,,,,314.2,4.564807,,,,,,,,,,,,
5430,,,,,,,,,,,,,314.0,4.5467022,,,,,,,,,,,,
5431,,,,,,,,,,,,,313.8,4.4294123,,,,,,,,,,,,
5432,,,,,,,,,,,,,313.6,4.3841215,,,,,,,,,,,,
5433,,,,,,,,,,,,,313.4,4.406067,,,,,,,,,,,,
5434,,,,,,,,,,,,,313.2,4.4345743,,,,,,,,,,,,
5435,,,,,,,,,,,,,313.0,4.3436441,,,,,,,,,,,,
5436,,,,,,,,,,,,,312.8,4.4460402,,,,,,,,,,,,
5437,,,,,,,,,,,,,312.6,4.5511464,,,,,,,,,,,,
5438,,,,,,,,,,,,,312.4,4.6220434,,,,,,,,,,,,
5439,,,,,,,,,,,,,312.2,4.5372671,,,,,,,,,,,,
5440,,,,,,,,,,,,,312.0,4.4360556,,,,,,,,,,,,
5441,,,,,,,,,,,,,311.8,4.5223707,,,,,,,,,,,,
5442,,,,,,,,,,,,,311.6,4.4972018,,,,,,,,,,,,
5443,,,,,,,,,,,,,311.4,4.2334101,,,,,,,,,,,,
5444,,,,,,,,,,,,,311.2,4.2952838,,,,,,,,,,,,
5445,,,,,,,,,,,,,311.0,4.4457709,,,,,,,,,,,,
5446,,,,,,,,,,,,,310.8,4.5589566,,,,,,,,,,,,
5447,,,,,,,,,,,,,310.6,4.5545804,,,,,,,,,,,,
5448,,,,,,,,,,,,,310.4,4.5616498,,,,,,,,,,,,
5449,,,,,,,,,,,,,310.2,4.6471239,,,,,,,,,,,,
5450,,,,,,,,,,,,,310.0,4.5832482,,,,,,,,,,,,
5451,,,,,,,,,,,,,309.8,4.6370041,,,,,,,,,,,,
