path=/Users/pabloherrero/sabat/xps_spectra/FBI_Cu/G2_Cu/2022_06_30_G2SL/20220630_Cu_G2SL_subl_90min.xy
delimiters=([44, 1015, 1126, 1257, 1417, 1562, 1748, 1863, 1983, 2067, 3502, 3622], [941, 81, 101, 130, 115, 156, 85, 90, 54, 1405, 90, 7018], ['survey', 'C_1s(2)', 'Si_2p', 'Na_1s', 'F_1s', 'Ba_3d5/2', 'O_1s', 'N_1s', 'Si_2s', 'survey_(2)', 'C_1s', 'survey_hd'])
name=Cu_G2SL_subl_90min
label=20220630_Cu_G2SL_subl_90min
date=20.22.0630
other_meta=Cu_G2SL_subl_90min
area=
fit={}
color=
dfx=
range,survey,survey,C_1s(2),C_1s(2),Si_2p,Si_2p,Na_1s,Na_1s,F_1s,F_1s,Ba_3d5/2,Ba_3d5/2,O_1s,O_1s,N_1s,N_1s,Si_2s,Si_2s,survey_(2),survey_(2),C_1s,C_1s,survey_hd,survey_hd,C_1s_bg,C_1s_bg,O_1s_bg,O_1s_bg,N_1s_bg,N_1s_bg,Si_2p_bg,Si_2p_bg,Si_2s_bg,Si_2s_bg
properties,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts
518,418.71,3.6268748,,,,,,,,,,,,,,,,,882.26195,18.157258,,,1296.4,36.659603,,,,,,,,,,
519,417.71,3.7587013,,,,,,,,,,,,,,,,,881.26246,18.23091,,,1296.2,35.371272,,,,,,,,,,
520,416.71,3.8867681,,,,,,,,,,,,,,,,,880.26296,18.328618,,,1296.0,34.673826,,,,,,,,,,
521,415.71,4.1569419,,,,,,,,,,,,,,,,,879.26347,18.235664,,,1295.8,34.68249,,,,,,,,,,
522,414.71,4.1182533,,,,,,,,,,,,,,,,,878.26397,18.128504,,,1295.6,35.976911,,,,,,,,,,
523,413.71,4.2291407,,,,,,,,,,,,,,,,,877.26448,20.341397,,,1295.4,38.175288,,,,,,,,,,
524,412.71,4.5598026,,,,,,,,,,,,,,,,,876.26499,20.52183,,,1295.2,35.766353,,,,,,,,,,
525,411.71,4.2076825,,,,,,,,,,,,,,,,,875.26549,19.452625,,,1295.0,34.185809,,,,,,,,,,
526,410.71,4.2214894,,,,,,,,,,,,,,,,,874.266,17.029373,,,1294.8,35.681104,,,,,,,,,,
527,409.71,3.8385214,,,,,,,,,,,,,,,,,873.2665,19.078451,,,1294.6,36.69315,,,,,,,,,,
528,408.71,4.2174686,,,,,,,,,,,,,,,,,872.26701,19.665035,,,1294.4,34.951735,,,,,,,,,,
529,407.71,4.2405998,,,,,,,,,,,,,,,,,871.26751,19.481553,,,1294.2,36.057511,,,,,,,,,,
530,406.71,4.0639471,,,,,,,,,,,,,,,,,870.26802,20.360308,,,1294.0,34.129875,,,,,,,,,,
531,405.71,4.9023601,,,,,,,,,,,,,,,,,869.26853,16.398835,,,1293.8,35.191689,,,,,,,,,,
532,404.71,4.9647076,,,,,,,,,,,,,,,,,868.26903,20.540365,,,1293.6,38.442503,,,,,,,,,,
533,403.71,4.1751396,,,,,,,,,,,,,,,,,867.26954,20.117043,,,1293.4,36.174975,,,,,,,,,,
534,402.71,4.3268289,,,,,,,,,,,,,,,,,866.27004,20.320651,,,1293.2,35.944113,,,,,,,,,,
535,401.71,4.6937034,,,,,,,,,,,,,,,,,865.27055,18.448546,,,1293.0,34.628392,,,,,,,,,,
536,400.71,5.3490297,,,,,,,,,,,,,,,,,864.27105,19.264016,,,1292.8,36.666552,,,,,,,,,,
537,399.71,5.4743121,,,,,,,,,,,,,,,,,863.27156,19.401919,,,1292.6,39.019978,,,,,,,,,,
538,398.71,6.4281691,,,,,,,,,,,,,,,,,862.27207,19.107685,,,1292.4,36.626067,,,,,,,,,,
539,397.71,4.6311536,,,,,,,,,,,,,,,,,861.27257,20.16266,,,1292.2,36.118107,,,,,,,,,,
540,396.71,4.6471367,,,,,,,,,,,,,,,,,860.27308,20.67939,,,1292.0,34.131512,,,,,,,,,,
541,395.71,5.3366696,,,,,,,,,,,,,,,,,859.27358,21.054042,,,1291.8,36.200483,,,,,,,,,,
542,394.71,4.2109604,,,,,,,,,,,,,,,,,858.27409,19.064756,,,1291.6,35.986772,,,,,,,,,,
543,393.71,4.114646,,,,,,,,,,,,,,,,,857.27459,19.269078,,,1291.4,37.783885,,,,,,,,,,
544,392.71,4.5243003,,,,,,,,,,,,,,,,,856.2751,19.450902,,,1291.2,35.178692,,,,,,,,,,
545,391.71,5.0086629,,,,,,,,,,,,,,,,,855.27561,19.360762,,,1291.0,36.062556,,,,,,,,,,
546,390.71,4.5806248,,,,,,,,,,,,,,,,,854.27611,20.392857,,,1290.8,33.804025,,,,,,,,,,
547,389.71,3.4157967,,,,,,,,,,,,,,,,,853.27662,21.191684,,,1290.6,36.212567,,,,,,,,,,
548,388.71,4.241546,,,,,,,,,,,,,,,,,852.27712,20.000594,,,1290.4,39.252573,,,,,,,,,,
549,387.71,4.1165953,,,,,,,,,,,,,,,,,851.27763,18.67154,,,1290.2,37.514776,,,,,,,,,,
550,386.71,3.713176,,,,,,,,,,,,,,,,,850.27813,20.84316,,,1290.0,39.193118,,,,,,,,,,
551,385.71,4.252586,,,,,,,,,,,,,,,,,849.27864,21.74087,,,1289.8,39.589196,,,,,,,,,,
552,384.71,3.8866252,,,,,,,,,,,,,,,,,848.27915,21.249378,,,1289.6,36.432536,,,,,,,,,,
553,383.71,3.5009191,,,,,,,,,,,,,,,,,847.27965,21.044191,,,1289.4,37.540943,,,,,,,,,,
554,382.71,3.9548705,,,,,,,,,,,,,,,,,846.28016,22.131311,,,1289.2,38.518053,,,,,,,,,,
555,381.71,4.4555956,,,,,,,,,,,,,,,,,845.28066,21.84531,,,1289.0,36.848726,,,,,,,,,,
556,380.71,4.1878309,,,,,,,,,,,,,,,,,844.28117,23.054534,,,1288.8,34.863147,,,,,,,,,,
557,379.71,4.2966686,,,,,,,,,,,,,,,,,843.28167,22.029659,,,1288.6,31.595732,,,,,,,,,,
558,378.71,3.7950986,,,,,,,,,,,,,,,,,842.28218,20.851387,,,1288.4,34.818102,,,,,,,,,,
559,377.71,3.8660405,,,,,,,,,,,,,,,,,841.28269,19.971921,,,1288.2,36.823358,,,,,,,,,,
560,376.71,4.2138382,,,,,,,,,,,,,,,,,840.28319,21.165471,,,1288.0,34.963191,,,,,,,,,,
561,375.71,4.5598396,,,,,,,,,,,,,,,,,839.2837,21.895497,,,1287.8,35.585764,,,,,,,,,,
562,374.71,3.8843272,,,,,,,,,,,,,,,,,838.2842,21.300017,,,1287.6,35.138579,,,,,,,,,,
563,373.71,4.3868292,,,,,,,,,,,,,,,,,837.28471,21.499883,,,1287.4,33.076067,,,,,,,,,,
564,372.71,3.4649078,,,,,,,,,,,,,,,,,836.28521,20.934664,,,1287.2,34.103752,,,,,,,,,,
565,371.71,3.2989636,,,,,,,,,,,,,,,,,835.28572,20.67545,,,1287.0,34.075556,,,,,,,,,,
566,370.71,4.3323796,,,,,,,,,,,,,,,,,834.28623,21.015766,,,1286.8,36.526677,,,,,,,,,,
567,369.71,4.0553751,,,,,,,,,,,,,,,,,833.28673,22.192083,,,1286.6,38.146447,,,,,,,,,,
568,368.71,3.876437,,,,,,,,,,,,,,,,,832.28724,22.345847,,,1286.4,36.994305,,,,,,,,,,
569,367.71,4.7889724,,,,,,,,,,,,,,,,,831.28774,22.001166,,,1286.2,34.985247,,,,,,,,,,
570,366.71,5.8994861,,,,,,,,,,,,,,,,,830.28825,21.64805,,,1286.0,33.799447,,,,,,,,,,
571,365.71,5.1207129,,,,,,,,,,,,,,,,,829.28875,22.997136,,,1285.8,32.076553,,,,,,,,,,
572,364.71,3.8661345,,,,,,,,,,,,,,,,,828.28926,22.06059,,,1285.6,35.33333,,,,,,,,,,
573,363.71,4.2288242,,,,,,,,,,,,,,,,,827.28976,22.914339,,,1285.4,35.093352,,,,,,,,,,
574,362.71,3.7467532,,,,,,,,,,,,,,,,,826.29027,24.79262,,,1285.2,33.778422,,,,,,,,,,
575,361.71,3.5565884,,,,,,,,,,,,,,,,,825.29078,23.649465,,,1285.0,33.068784,,,,,,,,,,
576,360.71,4.2951429,,,,,,,,,,,,,,,,,824.29128,24.452762,,,1284.8,37.770654,,,,,,,,,,
577,359.71,4.0590867,,,,,,,,,,,,,,,,,823.29179,23.520554,,,1284.6,39.190835,,,,,,,,,,
578,358.71,4.7449525,,,,,,,,,,,,,,,,,822.29229,23.328005,,,1284.4,35.981867,,,,,,,,,,
579,357.71,3.6374237,,,,,,,,,,,,,,,,,821.2928,21.652556,,,1284.2,34.159988,,,,,,,,,,
580,356.71,4.1150935,,,,,,,,,,,,,,,,,820.2933,21.559169,,,1284.0,33.741695,,,,,,,,,,
581,355.71,3.8959507,,,,,,,,,,,,,,,,,819.29381,22.225129,,,1283.8,34.523786,,,,,,,,,,
582,354.71,4.2467121,,,,,,,,,,,,,,,,,818.29432,22.985655,,,1283.6,36.425902,,,,,,,,,,
583,353.71,4.6230794,,,,,,,,,,,,,,,,,817.29482,22.71642,,,1283.4,35.845385,,,,,,,,,,
584,352.71,4.8064614,,,,,,,,,,,,,,,,,816.29533,24.133031,,,1283.2,35.066546,,,,,,,,,,
585,351.71,5.2555465,,,,,,,,,,,,,,,,,815.29583,23.774012,,,1283.0,36.728727,,,,,,,,,,
586,350.71,5.2465814,,,,,,,,,,,,,,,,,814.29634,23.422231,,,1282.8,36.75967,,,,,,,,,,
587,349.71,4.7577353,,,,,,,,,,,,,,,,,813.29684,25.739139,,,1282.6,37.727489,,,,,,,,,,
588,348.71,4.6919271,,,,,,,,,,,,,,,,,812.29735,24.831612,,,1282.4,38.182986,,,,,,,,,,
589,347.71,4.5446446,,,,,,,,,,,,,,,,,811.29786,23.978944,,,1282.2,36.678048,,,,,,,,,,
590,346.71,3.8613219,,,,,,,,,,,,,,,,,810.29836,25.735557,,,1282.0,39.275959,,,,,,,,,,
591,345.71,3.4289549,,,,,,,,,,,,,,,,,809.29887,24.315718,,,1281.8,38.491306,,,,,,,,,,
592,344.71,4.288765,,,,,,,,,,,,,,,,,808.29937,26.098703,,,1281.6,34.980497,,,,,,,,,,
593,343.71,4.8585772,,,,,,,,,,,,,,,,,807.29988,24.849446,,,1281.4,32.818376,,,,,,,,,,
594,342.71,4.5883299,,,,,,,,,,,,,,,,,806.30038,25.85197,,,1281.2,35.772899,,,,,,,,,,
595,341.71,4.1847067,,,,,,,,,,,,,,,,,805.30089,23.456261,,,1281.0,33.240902,,,,,,,,,,
596,340.71,5.0087718,,,,,,,,,,,,,,,,,804.3014,24.047817,,,1280.8,33.61333,,,,,,,,,,
597,339.71,4.2936224,,,,,,,,,,,,,,,,,803.3019,25.297831,,,1280.6,36.097099,,,,,,,,,,
598,338.71,3.9906201,,,,,,,,,,,,,,,,,802.30241,24.378744,,,1280.4,38.128869,,,,,,,,,,
599,337.71,3.6871447,,,,,,,,,,,,,,,,,801.30291,25.673458,,,1280.2,37.253611,,,,,,,,,,
600,336.71,4.2104246,,,,,,,,,,,,,,,,,800.30342,26.254749,,,1280.0,34.969025,,,,,,,,,,
601,335.71,4.9854544,,,,,,,,,,,,,,,,,799.30392,23.32224,,,1279.8,36.407859,,,,,,,,,,
602,334.71,4.2850818,,,,,,,,,,,,,,,,,798.30443,24.083952,,,1279.6,37.33969,,,,,,,,,,
603,333.71,5.0780223,,,,,,,,,,,,,,,,,797.30494,27.459672,,,1279.4,37.715721,,,,,,,,,,
604,332.71,5.1529268,,,,,,,,,,,,,,,,,796.30544,24.77888,,,1279.2,37.009737,,,,,,,,,,
605,331.71,4.274325,,,,,,,,,,,,,,,,,795.30595,24.3462,,,1279.0,35.776923,,,,,,,,,,
606,330.71,5.2937654,,,,,,,,,,,,,,,,,794.30645,26.068054,,,1278.8,33.967804,,,,,,,,,,
607,329.71,4.4868015,,,,,,,,,,,,,,,,,793.30696,29.187901,,,1278.6,35.246949,,,,,,,,,,
608,328.71,3.9347739,,,,,,,,,,,,,,,,,792.30746,26.262238,,,1278.4,35.157666,,,,,,,,,,
609,327.71,4.5964043,,,,,,,,,,,,,,,,,791.30797,24.851917,,,1278.2,34.553322,,,,,,,,,,
610,326.71,5.24129,,,,,,,,,,,,,,,,,790.30848,26.325484,,,1278.0,35.964547,,,,,,,,,,
611,325.71,4.7064636,,,,,,,,,,,,,,,,,789.30898,26.805196,,,1277.8,34.638678,,,,,,,,,,
612,324.71,4.9271067,,,,,,,,,,,,,,,,,788.30949,26.273208,,,1277.6,34.080336,,,,,,,,,,
613,323.71,4.3678574,,,,,,,,,,,,,,,,,787.30999,26.878306,,,1277.4,35.088798,,,,,,,,,,
614,322.71,4.1108563,,,,,,,,,,,,,,,,,786.3105,27.049149,,,1277.2,36.457001,,,,,,,,,,
615,321.71,4.5238653,,,,,,,,,,,,,,,,,785.311,26.741651,,,1277.0,35.099691,,,,,,,,,,
616,320.71,4.6821294,,,,,,,,,,,,,,,,,784.31151,24.064475,,,1276.8,35.711783,,,,,,,,,,
617,319.71,5.0067636,,,,,,,,,,,,,,,,,783.31202,24.096722,,,1276.6,38.092157,,,,,,,,,,
618,318.71,5.1773282,,,,,,,,,,,,,,,,,782.31252,26.465608,,,1276.4,37.567329,,,,,,,,,,
619,317.71,5.0280189,,,,,,,,,,,,,,,,,781.31303,27.349171,,,1276.2,35.885418,,,,,,,,,,
620,316.71,4.8287676,,,,,,,,,,,,,,,,,780.31353,26.777545,,,1276.0,33.356805,,,,,,,,,,
621,315.71,4.3469557,,,,,,,,,,,,,,,,,779.31404,26.590427,,,1275.8,33.210583,,,,,,,,,,
622,314.71,4.1710122,,,,,,,,,,,,,,,,,778.31454,29.313155,,,1275.6,33.429631,,,,,,,,,,
623,313.71,4.5901894,,,,,,,,,,,,,,,,,777.31505,28.766367,,,1275.4,37.105584,,,,,,,,,,
624,312.71,4.7681595,,,,,,,,,,,,,,,,,776.31556,28.21624,,,1275.2,36.113644,,,,,,,,,,
625,311.71,4.9444991,,,,,,,,,,,,,,,,,775.31606,29.479094,,,1275.0,35.085388,,,,,,,,,,
626,310.71,5.1232953,,,,,,,,,,,,,,,,,774.31657,27.425509,,,1274.8,36.888306,,,,,,,,,,
627,309.71,4.6708441,,,,,,,,,,,,,,,,,773.31707,27.118266,,,1274.6,36.191091,,,,,,,,,,
628,308.71,5.7397251,,,,,,,,,,,,,,,,,772.31758,27.7987,,,1274.4,34.854245,,,,,,,,,,
629,307.71,4.777731,,,,,,,,,,,,,,,,,771.31808,31.54111,,,1274.2,36.540183,,,,,,,,,,
630,306.71,4.6876618,,,,,,,,,,,,,,,,,770.31859,28.713142,,,1274.0,33.096952,,,,,,,,,,
631,305.71,4.3377601,,,,,,,,,,,,,,,,,769.3191,28.751737,,,1273.8,33.561045,,,,,,,,,,
632,304.71,4.25947,,,,,,,,,,,,,,,,,768.3196,30.03746,,,1273.6,35.514082,,,,,,,,,,
633,303.71,4.6120951,,,,,,,,,,,,,,,,,767.32011,29.873769,,,1273.4,31.970371,,,,,,,,,,
634,302.71,5.1346788,,,,,,,,,,,,,,,,,766.32061,30.068468,,,1273.2,33.945415,,,,,,,,,,
635,301.71,5.1533415,,,,,,,,,,,,,,,,,765.32112,28.407932,,,1273.0,34.955445,,,,,,,,,,
636,300.71,4.6242678,,,,,,,,,,,,,,,,,764.32162,29.490381,,,1272.8,35.131161,,,,,,,,,,
637,299.71,4.7267336,,,,,,,,,,,,,,,,,763.32213,29.68217,,,1272.6,35.039441,,,,,,,,,,
638,298.71,4.2782072,,,,,,,,,,,,,,,,,762.32264,28.930846,,,1272.4,36.868238,,,,,,,,,,
639,297.71,4.7606583,,,,,,,,,,,,,,,,,761.32314,29.868425,,,1272.2,32.656511,,,,,,,,,,
640,296.71,4.3607421,,,,,,,,,,,,,,,,,760.32365,28.841677,,,1272.0,36.753844,,,,,,,,,,
641,295.71,4.5461008,,,,,,,,,,,,,,,,,759.32415,30.543429,,,1271.8,36.536051,,,,,,,,,,
642,294.71,5.7794556,,,,,,,,,,,,,,,,,758.32466,30.207376,,,1271.6,38.273331,,,,,,,,,,
643,293.71,6.8578095,,,,,,,,,,,,,,,,,757.32516,30.585296,,,1271.4,33.902334,,,,,,,,,,
644,292.71,4.1264862,,,,,,,,,,,,,,,,,756.32567,30.793766,,,1271.2,33.640295,,,,,,,,,,
645,291.71,4.5637909,,,,,,,,,,,,,,,,,755.32618,31.224124,,,1271.0,35.714495,,,,,,,,,,
646,290.71,5.1471101,,,,,,,,,,,,,,,,,754.32668,30.525165,,,1270.8,36.159937,,,,,,,,,,
647,289.71,4.6906447,,,,,,,,,,,,,,,,,753.32719,30.25346,,,1270.6,35.532395,,,,,,,,,,
648,288.71,5.2823447,,,,,,,,,,,,,,,,,752.32769,29.964873,,,1270.4,36.558392,,,,,,,,,,
649,287.71,5.4182302,,,,,,,,,,,,,,,,,751.3282,29.135347,,,1270.2,34.513988,,,,,,,,,,
650,286.71,6.5677237,,,,,,,,,,,,,,,,,750.3287,28.03258,,,1270.0,33.614579,,,,,,,,,,
651,285.71,9.0194903,,,,,,,,,,,,,,,,,749.32921,29.898054,,,1269.8,33.396558,,,,,,,,,,
652,284.71,9.1421139,,,,,,,,,,,,,,,,,748.32972,30.131966,,,1269.6,33.289064,,,,,,,,,,
653,283.71,5.9205515,,,,,,,,,,,,,,,,,747.33022,32.272927,,,1269.4,35.993767,,,,,,,,,,
654,282.71,4.4264123,,,,,,,,,,,,,,,,,746.33073,29.502693,,,1269.2,34.173631,,,,,,,,,,
655,281.71,3.9218262,,,,,,,,,,,,,,,,,745.33123,29.411065,,,1269.0,30.925362,,,,,,,,,,
656,280.71,5.058467,,,,,,,,,,,,,,,,,744.33174,27.989423,,,1268.8,34.415202,,,,,,,,,,
657,279.71,5.4458542,,,,,,,,,,,,,,,,,743.33224,29.008287,,,1268.6,33.346576,,,,,,,,,,
658,278.71,4.6922457,,,,,,,,,,,,,,,,,742.33275,29.975473,,,1268.4,35.351818,,,,,,,,,,
659,277.71,5.6439233,,,,,,,,,,,,,,,,,741.33325,32.841904,,,1268.2,35.850607,,,,,,,,,,
660,276.71,5.8826217,,,,,,,,,,,,,,,,,740.33376,31.016113,,,1268.0,33.675012,,,,,,,,,,
661,275.71,4.9171538,,,,,,,,,,,,,,,,,739.33427,32.602665,,,1267.8,36.365448,,,,,,,,,,
662,274.71,4.812386,,,,,,,,,,,,,,,,,738.33477,29.708634,,,1267.6,34.720566,,,,,,,,,,
663,273.71,4.8752372,,,,,,,,,,,,,,,,,737.33528,29.410603,,,1267.4,35.328513,,,,,,,,,,
664,272.71,5.7633268,,,,,,,,,,,,,,,,,736.33578,32.547483,,,1267.2,36.22751,,,,,,,,,,
665,271.71,4.4428751,,,,,,,,,,,,,,,,,735.33629,29.631228,,,1267.0,35.491818,,,,,,,,,,
666,270.71,4.5299822,,,,,,,,,,,,,,,,,734.33679,31.366051,,,1266.8,37.271766,,,,,,,,,,
667,269.71,4.9720987,,,,,,,,,,,,,,,,,733.3373,31.859643,,,1266.6,34.227899,,,,,,,,,,
668,268.71,4.7663109,,,,,,,,,,,,,,,,,732.33781,30.314166,,,1266.4,32.966589,,,,,,,,,,
669,267.71,5.3422126,,,,,,,,,,,,,,,,,731.33831,32.514423,,,1266.2,32.057883,,,,,,,,,,
670,266.71,5.0894381,,,,,,,,,,,,,,,,,730.33882,31.476264,,,1266.0,32.278961,,,,,,,,,,
671,265.71,4.824932,,,,,,,,,,,,,,,,,729.33932,29.381191,,,1265.8,33.678218,,,,,,,,,,
672,264.71,5.2794667,,,,,,,,,,,,,,,,,728.33983,31.968823,,,1265.6,34.851726,,,,,,,,,,
673,263.71,6.603492,,,,,,,,,,,,,,,,,727.34033,32.978437,,,1265.4,34.704654,,,,,,,,,,
674,262.71,6.3007945,,,,,,,,,,,,,,,,,726.34084,30.768718,,,1265.2,36.4401,,,,,,,,,,
675,261.71,5.2717322,,,,,,,,,,,,,,,,,725.34135,33.836008,,,1265.0,33.457095,,,,,,,,,,
676,260.71,5.457493,,,,,,,,,,,,,,,,,724.34185,33.522205,,,1264.8,32.883042,,,,,,,,,,
677,259.71,5.3770881,,,,,,,,,,,,,,,,,723.34236,31.171111,,,1264.6,37.327395,,,,,,,,,,
678,258.71,5.4067934,,,,,,,,,,,,,,,,,722.34286,33.165925,,,1264.4,34.865776,,,,,,,,,,
679,257.71,5.1212864,,,,,,,,,,,,,,,,,721.34337,32.772219,,,1264.2,32.208297,,,,,,,,,,
680,256.71,5.2582423,,,,,,,,,,,,,,,,,720.34387,34.755969,,,1264.0,33.656262,,,,,,,,,,
681,255.71,4.5311184,,,,,,,,,,,,,,,,,719.34438,35.713649,,,1263.8,35.464078,,,,,,,,,,
682,254.71,4.5771633,,,,,,,,,,,,,,,,,718.34489,37.260821,,,1263.6,35.36525,,,,,,,,,,
683,253.71,4.9206922,,,,,,,,,,,,,,,,,717.34539,34.547326,,,1263.4,35.582045,,,,,,,,,,
684,252.71,5.6408388,,,,,,,,,,,,,,,,,716.3459,35.480358,,,1263.2,33.245726,,,,,,,,,,
685,251.71,4.4635222,,,,,,,,,,,,,,,,,715.3464,30.613453,,,1263.0,33.898844,,,,,,,,,,
686,250.71,5.3690663,,,,,,,,,,,,,,,,,714.34691,32.605645,,,1262.8,36.698405,,,,,,,,,,
687,249.71,5.2787353,,,,,,,,,,,,,,,,,713.34741,34.292299,,,1262.6,36.459158,,,,,,,,,,
688,248.71,5.2849265,,,,,,,,,,,,,,,,,712.34792,34.10031,,,1262.4,33.466989,,,,,,,,,,
689,247.71,5.13421,,,,,,,,,,,,,,,,,711.34843,31.62469,,,1262.2,34.26813,,,,,,,,,,
690,246.71,4.4301875,,,,,,,,,,,,,,,,,710.34893,30.035224,,,1262.0,35.763573,,,,,,,,,,
691,245.71,5.3281614,,,,,,,,,,,,,,,,,709.34944,30.691104,,,1261.8,34.887245,,,,,,,,,,
692,244.71,5.6831781,,,,,,,,,,,,,,,,,708.34994,29.400828,,,1261.6,35.088418,,,,,,,,,,
693,243.71,6.3621397,,,,,,,,,,,,,,,,,707.35045,24.166411,,,1261.4,32.2991,,,,,,,,,,
694,242.71,5.8374436,,,,,,,,,,,,,,,,,706.35095,27.66998,,,1261.2,33.073191,,,,,,,,,,
695,241.71,5.7649176,,,,,,,,,,,,,,,,,705.35146,26.116836,,,1261.0,34.876843,,,,,,,,,,
696,240.71,5.4995602,,,,,,,,,,,,,,,,,704.35197,26.577525,,,1260.8,35.60022,,,,,,,,,,
697,239.71,5.4956053,,,,,,,,,,,,,,,,,703.35247,25.639036,,,1260.6,34.355273,,,,,,,,,,
698,238.71,4.6887533,,,,,,,,,,,,,,,,,702.35298,24.544757,,,1260.4,33.778358,,,,,,,,,,
699,237.71,6.1176431,,,,,,,,,,,,,,,,,701.35348,24.873511,,,1260.2,32.504689,,,,,,,,,,
700,236.71,4.5136816,,,,,,,,,,,,,,,,,700.35399,25.490263,,,1260.0,33.470713,,,,,,,,,,
701,235.71,5.445232,,,,,,,,,,,,,,,,,699.35449,22.939673,,,1259.8,33.91515,,,,,,,,,,
702,234.71,5.5849723,,,,,,,,,,,,,,,,,698.355,24.15345,,,1259.6,33.821543,,,,,,,,,,
703,233.71,5.5684394,,,,,,,,,,,,,,,,,697.35551,25.219412,,,1259.4,33.28522,,,,,,,,,,
704,232.71,5.1790011,,,,,,,,,,,,,,,,,696.35601,23.344817,,,1259.2,34.096624,,,,,,,,,,
705,231.71,6.6787151,,,,,,,,,,,,,,,,,695.35652,23.541736,,,1259.0,34.922382,,,,,,,,,,
706,230.71,5.7976278,,,,,,,,,,,,,,,,,694.35702,23.254384,,,1258.8,34.469116,,,,,,,,,,
707,229.71,5.2064399,,,,,,,,,,,,,,,,,693.35753,23.612783,,,1258.6,34.22885,,,,,,,,,,
708,228.71,5.7356103,,,,,,,,,,,,,,,,,692.35803,26.688475,,,1258.4,35.809073,,,,,,,,,,
709,227.71,5.0785271,,,,,,,,,,,,,,,,,691.35854,25.906125,,,1258.2,35.422955,,,,,,,,,,
710,226.71,5.412532,,,,,,,,,,,,,,,,,690.35905,24.834013,,,1258.0,34.35087,,,,,,,,,,
711,225.71,6.5722544,,,,,,,,,,,,,,,,,689.35955,25.073635,,,1257.8,33.809175,,,,,,,,,,
712,224.71,5.1414127,,,,,,,,,,,,,,,,,688.36006,26.892659,,,1257.6,34.349075,,,,,,,,,,
713,223.71,5.3935072,,,,,,,,,,,,,,,,,687.36056,27.377291,,,1257.4,33.723563,,,,,,,,,,
714,222.71,5.7815517,,,,,,,,,,,,,,,,,686.36107,24.145146,,,1257.2,35.953344,,,,,,,,,,
715,221.71,5.634179,,,,,,,,,,,,,,,,,685.36157,26.607308,,,1257.0,32.558792,,,,,,,,,,
716,220.71,5.2246396,,,,,,,,,,,,,,,,,684.36208,26.821661,,,1256.8,34.964295,,,,,,,,,,
717,219.71,5.7507969,,,,,,,,,,,,,,,,,683.36259,26.985257,,,1256.6,32.565682,,,,,,,,,,
718,218.71,4.8411825,,,,,,,,,,,,,,,,,682.36309,24.389392,,,1256.4,33.517383,,,,,,,,,,
719,217.71,4.7309251,,,,,,,,,,,,,,,,,681.3636,26.255151,,,1256.2,34.475103,,,,,,,,,,
720,216.71,5.6820829,,,,,,,,,,,,,,,,,680.3641,25.459148,,,1256.0,34.763182,,,,,,,,,,
721,215.71,5.0001024,,,,,,,,,,,,,,,,,679.36461,25.34108,,,1255.8,33.956145,,,,,,,,,,
722,214.71,5.2465456,,,,,,,,,,,,,,,,,678.36511,24.824067,,,1255.6,33.025944,,,,,,,,,,
723,213.71,5.561195,,,,,,,,,,,,,,,,,677.36562,23.722068,,,1255.4,35.491678,,,,,,,,,,
724,212.71,5.9189995,,,,,,,,,,,,,,,,,676.36613,25.016653,,,1255.2,34.656273,,,,,,,,,,
725,211.71,7.9234341,,,,,,,,,,,,,,,,,675.36663,24.920831,,,1255.0,34.030453,,,,,,,,,,
726,210.71,7.2926214,,,,,,,,,,,,,,,,,674.36714,27.184502,,,1254.8,36.696958,,,,,,,,,,
727,209.71,5.3442418,,,,,,,,,,,,,,,,,673.36764,25.720852,,,1254.6,34.907925,,,,,,,,,,
728,208.71,4.854546,,,,,,,,,,,,,,,,,672.36815,26.240931,,,1254.4,34.544973,,,,,,,,,,
729,207.71,5.0094653,,,,,,,,,,,,,,,,,671.36865,28.067871,,,1254.2,35.550516,,,,,,,,,,
730,206.71,5.2740996,,,,,,,,,,,,,,,,,670.36916,27.534597,,,1254.0,37.482879,,,,,,,,,,
731,205.71,5.1731048,,,,,,,,,,,,,,,,,669.36967,28.193163,,,1253.8,33.01539,,,,,,,,,,
732,204.71,6.4737633,,,,,,,,,,,,,,,,,668.37017,27.746635,,,1253.6,34.560526,,,,,,,,,,
733,203.71,5.4650337,,,,,,,,,,,,,,,,,667.37068,26.893771,,,1253.4,36.0179,,,,,,,,,,
734,202.71,6.0025655,,,,,,,,,,,,,,,,,666.37118,26.125794,,,1253.2,35.332734,,,,,,,,,,
735,201.71,6.8106241,,,,,,,,,,,,,,,,,665.37169,27.035945,,,1253.0,32.31111,,,,,,,,,,
736,200.71,6.278705,,,,,,,,,,,,,,,,,664.37219,25.10473,,,1252.8,34.135295,,,,,,,,,,
737,199.71,6.2110225,,,,,,,,,,,,,,,,,663.3727,26.441304,,,1252.6,33.335036,,,,,,,,,,
738,198.71,6.1037645,,,,,,,,,,,,,,,,,662.37321,27.978026,,,1252.4,33.217606,,,,,,,,,,
739,197.71,6.5766305,,,,,,,,,,,,,,,,,661.37371,27.203479,,,1252.2,34.177994,,,,,,,,,,
