path=/Users/pabloherrero/sabat/xps_spectra/FBI_Cu/G2_Cu/2022_06_30_G2SL/20220630_Cu_G2SL_subl_90min.xy
delimiters=([44, 1015, 1126, 1257, 1417, 1562, 1748, 1863, 1983, 2067, 3502, 3622], [941, 81, 101, 130, 115, 156, 85, 90, 54, 1405, 90, 7018], ['survey', 'C_1s(2)', 'Si_2p', 'Na_1s', 'F_1s', 'Ba_3d5/2', 'O_1s', 'N_1s', 'Si_2s', 'survey_(2)', 'C_1s', 'survey_hd'])
name=Cu_G2SL_subl_90min
label=20220630_Cu_G2SL_subl_90min
date=20.22.0630
other_meta=Cu_G2SL_subl_90min
area=
fit={}
color=
dfx=
range,survey,survey,C_1s(2),C_1s(2),Si_2p,Si_2p,Na_1s,Na_1s,F_1s,F_1s,Ba_3d5/2,Ba_3d5/2,O_1s,O_1s,N_1s,N_1s,Si_2s,Si_2s,survey_(2),survey_(2),C_1s,C_1s,survey_hd,survey_hd,C_1s_bg,C_1s_bg,O_1s_bg,O_1s_bg,N_1s_bg,N_1s_bg,Si_2p_bg,Si_2p_bg,Si_2s_bg,Si_2s_bg
properties,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts
5274,,,,,,,,,,,,,,,,,,,,,,,345.2,4.3805595,,,,,,,,,,
5275,,,,,,,,,,,,,,,,,,,,,,,345.0,4.3410864,,,,,,,,,,
5276,,,,,,,,,,,,,,,,,,,,,,,344.8,4.4156675,,,,,,,,,,
5277,,,,,,,,,,,,,,,,,,,,,,,344.6,5.3942888,,,,,,,,,,
5278,,,,,,,,,,,,,,,,,,,,,,,344.4,3.7183858,,,,,,,,,,
5279,,,,,,,,,,,,,,,,,,,,,,,344.2,3.6508,,,,,,,,,,
5280,,,,,,,,,,,,,,,,,,,,,,,344.0,3.9487298,,,,,,,,,,
5281,,,,,,,,,,,,,,,,,,,,,,,343.8,4.8063439,,,,,,,,,,
5282,,,,,,,,,,,,,,,,,,,,,,,343.6,4.0048216,,,,,,,,,,
5283,,,,,,,,,,,,,,,,,,,,,,,343.4,3.8288651,,,,,,,,,,
5284,,,,,,,,,,,,,,,,,,,,,,,343.2,3.8106345,,,,,,,,,,
5285,,,,,,,,,,,,,,,,,,,,,,,343.0,4.1894855,,,,,,,,,,
5286,,,,,,,,,,,,,,,,,,,,,,,342.8,4.8831463,,,,,,,,,,
5287,,,,,,,,,,,,,,,,,,,,,,,342.6,4.1716883,,,,,,,,,,
5288,,,,,,,,,,,,,,,,,,,,,,,342.4,3.8158834,,,,,,,,,,
5289,,,,,,,,,,,,,,,,,,,,,,,342.2,5.2101179,,,,,,,,,,
5290,,,,,,,,,,,,,,,,,,,,,,,342.0,4.2487883,,,,,,,,,,
5291,,,,,,,,,,,,,,,,,,,,,,,341.8,3.557278,,,,,,,,,,
5292,,,,,,,,,,,,,,,,,,,,,,,341.6,3.814049,,,,,,,,,,
5293,,,,,,,,,,,,,,,,,,,,,,,341.4,3.8247861,,,,,,,,,,
5294,,,,,,,,,,,,,,,,,,,,,,,341.2,4.0372593,,,,,,,,,,
5295,,,,,,,,,,,,,,,,,,,,,,,341.0,4.071066,,,,,,,,,,
5296,,,,,,,,,,,,,,,,,,,,,,,340.8,4.0067928,,,,,,,,,,
5297,,,,,,,,,,,,,,,,,,,,,,,340.6,4.0623838,,,,,,,,,,
5298,,,,,,,,,,,,,,,,,,,,,,,340.4,4.1248859,,,,,,,,,,
5299,,,,,,,,,,,,,,,,,,,,,,,340.2,4.1518553,,,,,,,,,,
5300,,,,,,,,,,,,,,,,,,,,,,,340.0,4.2522611,,,,,,,,,,
5301,,,,,,,,,,,,,,,,,,,,,,,339.8,3.8844154,,,,,,,,,,
5302,,,,,,,,,,,,,,,,,,,,,,,339.6,3.9392315,,,,,,,,,,
5303,,,,,,,,,,,,,,,,,,,,,,,339.4,4.7923366,,,,,,,,,,
5304,,,,,,,,,,,,,,,,,,,,,,,339.2,4.7828503,,,,,,,,,,
5305,,,,,,,,,,,,,,,,,,,,,,,339.0,4.6140177,,,,,,,,,,
5306,,,,,,,,,,,,,,,,,,,,,,,338.8,4.3363687,,,,,,,,,,
5307,,,,,,,,,,,,,,,,,,,,,,,338.6,3.992621,,,,,,,,,,
5308,,,,,,,,,,,,,,,,,,,,,,,338.4,3.9554533,,,,,,,,,,
5309,,,,,,,,,,,,,,,,,,,,,,,338.2,4.6310567,,,,,,,,,,
5310,,,,,,,,,,,,,,,,,,,,,,,338.0,4.7581772,,,,,,,,,,
5311,,,,,,,,,,,,,,,,,,,,,,,337.8,4.1093049,,,,,,,,,,
5312,,,,,,,,,,,,,,,,,,,,,,,337.6,4.6366214,,,,,,,,,,
5313,,,,,,,,,,,,,,,,,,,,,,,337.4,3.7183461,,,,,,,,,,
5314,,,,,,,,,,,,,,,,,,,,,,,337.2,4.5966595,,,,,,,,,,
5315,,,,,,,,,,,,,,,,,,,,,,,337.0,4.3179336,,,,,,,,,,
5316,,,,,,,,,,,,,,,,,,,,,,,336.8,4.3285718,,,,,,,,,,
5317,,,,,,,,,,,,,,,,,,,,,,,336.6,5.0791111,,,,,,,,,,
5318,,,,,,,,,,,,,,,,,,,,,,,336.4,4.6913753,,,,,,,,,,
5319,,,,,,,,,,,,,,,,,,,,,,,336.2,4.9229638,,,,,,,,,,
5320,,,,,,,,,,,,,,,,,,,,,,,336.0,4.6936103,,,,,,,,,,
5321,,,,,,,,,,,,,,,,,,,,,,,335.8,4.584461,,,,,,,,,,
5322,,,,,,,,,,,,,,,,,,,,,,,335.6,4.224874,,,,,,,,,,
5323,,,,,,,,,,,,,,,,,,,,,,,335.4,4.2424737,,,,,,,,,,
5324,,,,,,,,,,,,,,,,,,,,,,,335.2,4.0052807,,,,,,,,,,
5325,,,,,,,,,,,,,,,,,,,,,,,335.0,3.985628,,,,,,,,,,
5326,,,,,,,,,,,,,,,,,,,,,,,334.8,4.369886,,,,,,,,,,
5327,,,,,,,,,,,,,,,,,,,,,,,334.6,5.5159589,,,,,,,,,,
5328,,,,,,,,,,,,,,,,,,,,,,,334.4,4.9179716,,,,,,,,,,
5329,,,,,,,,,,,,,,,,,,,,,,,334.2,4.6957263,,,,,,,,,,
5330,,,,,,,,,,,,,,,,,,,,,,,334.0,5.0347586,,,,,,,,,,
5331,,,,,,,,,,,,,,,,,,,,,,,333.8,5.4317641,,,,,,,,,,
5332,,,,,,,,,,,,,,,,,,,,,,,333.6,4.1901792,,,,,,,,,,
5333,,,,,,,,,,,,,,,,,,,,,,,333.4,4.7295446,,,,,,,,,,
5334,,,,,,,,,,,,,,,,,,,,,,,333.2,4.0567343,,,,,,,,,,
5335,,,,,,,,,,,,,,,,,,,,,,,333.0,4.3670347,,,,,,,,,,
5336,,,,,,,,,,,,,,,,,,,,,,,332.8,4.2655058,,,,,,,,,,
5337,,,,,,,,,,,,,,,,,,,,,,,332.6,4.2946162,,,,,,,,,,
5338,,,,,,,,,,,,,,,,,,,,,,,332.4,4.9286785,,,,,,,,,,
5339,,,,,,,,,,,,,,,,,,,,,,,332.2,4.1541085,,,,,,,,,,
5340,,,,,,,,,,,,,,,,,,,,,,,332.0,3.2704585,,,,,,,,,,
5341,,,,,,,,,,,,,,,,,,,,,,,331.8,3.7436055,,,,,,,,,,
5342,,,,,,,,,,,,,,,,,,,,,,,331.6,4.3999899,,,,,,,,,,
5343,,,,,,,,,,,,,,,,,,,,,,,331.4,4.9952832,,,,,,,,,,
5344,,,,,,,,,,,,,,,,,,,,,,,331.2,4.679865,,,,,,,,,,
5345,,,,,,,,,,,,,,,,,,,,,,,331.0,4.2180831,,,,,,,,,,
5346,,,,,,,,,,,,,,,,,,,,,,,330.8,4.9009671,,,,,,,,,,
5347,,,,,,,,,,,,,,,,,,,,,,,330.6,4.6732485,,,,,,,,,,
5348,,,,,,,,,,,,,,,,,,,,,,,330.4,4.6556448,,,,,,,,,,
5349,,,,,,,,,,,,,,,,,,,,,,,330.2,3.6885534,,,,,,,,,,
5350,,,,,,,,,,,,,,,,,,,,,,,330.0,4.0516889,,,,,,,,,,
5351,,,,,,,,,,,,,,,,,,,,,,,329.8,4.7611291,,,,,,,,,,
5352,,,,,,,,,,,,,,,,,,,,,,,329.6,5.0727365,,,,,,,,,,
5353,,,,,,,,,,,,,,,,,,,,,,,329.4,4.0853558,,,,,,,,,,
5354,,,,,,,,,,,,,,,,,,,,,,,329.2,3.9939619,,,,,,,,,,
5355,,,,,,,,,,,,,,,,,,,,,,,329.0,4.1354264,,,,,,,,,,
5356,,,,,,,,,,,,,,,,,,,,,,,328.8,5.1819707,,,,,,,,,,
5357,,,,,,,,,,,,,,,,,,,,,,,328.6,4.8080794,,,,,,,,,,
5358,,,,,,,,,,,,,,,,,,,,,,,328.4,4.0009406,,,,,,,,,,
5359,,,,,,,,,,,,,,,,,,,,,,,328.2,4.2103575,,,,,,,,,,
5360,,,,,,,,,,,,,,,,,,,,,,,328.0,4.8314813,,,,,,,,,,
5361,,,,,,,,,,,,,,,,,,,,,,,327.8,4.9683371,,,,,,,,,,
5362,,,,,,,,,,,,,,,,,,,,,,,327.6,4.843892,,,,,,,,,,
5363,,,,,,,,,,,,,,,,,,,,,,,327.4,5.7947887,,,,,,,,,,
5364,,,,,,,,,,,,,,,,,,,,,,,327.2,4.5218604,,,,,,,,,,
5365,,,,,,,,,,,,,,,,,,,,,,,327.0,4.0488299,,,,,,,,,,
5366,,,,,,,,,,,,,,,,,,,,,,,326.8,5.2052571,,,,,,,,,,
5367,,,,,,,,,,,,,,,,,,,,,,,326.6,4.5653395,,,,,,,,,,
5368,,,,,,,,,,,,,,,,,,,,,,,326.4,4.4802515,,,,,,,,,,
5369,,,,,,,,,,,,,,,,,,,,,,,326.2,4.3306419,,,,,,,,,,
5370,,,,,,,,,,,,,,,,,,,,,,,326.0,4.3597875,,,,,,,,,,
5371,,,,,,,,,,,,,,,,,,,,,,,325.8,4.2036263,,,,,,,,,,
5372,,,,,,,,,,,,,,,,,,,,,,,325.6,4.2322375,,,,,,,,,,
5373,,,,,,,,,,,,,,,,,,,,,,,325.4,4.8529991,,,,,,,,,,
5374,,,,,,,,,,,,,,,,,,,,,,,325.2,4.3594448,,,,,,,,,,
5375,,,,,,,,,,,,,,,,,,,,,,,325.0,4.8679056,,,,,,,,,,
5376,,,,,,,,,,,,,,,,,,,,,,,324.8,4.2445709,,,,,,,,,,
5377,,,,,,,,,,,,,,,,,,,,,,,324.6,5.1141247,,,,,,,,,,
5378,,,,,,,,,,,,,,,,,,,,,,,324.4,5.0602904,,,,,,,,,,
5379,,,,,,,,,,,,,,,,,,,,,,,324.2,4.8284679,,,,,,,,,,
5380,,,,,,,,,,,,,,,,,,,,,,,324.0,4.6678681,,,,,,,,,,
5381,,,,,,,,,,,,,,,,,,,,,,,323.8,3.8475648,,,,,,,,,,
5382,,,,,,,,,,,,,,,,,,,,,,,323.6,3.5556944,,,,,,,,,,
5383,,,,,,,,,,,,,,,,,,,,,,,323.4,4.379296,,,,,,,,,,
5384,,,,,,,,,,,,,,,,,,,,,,,323.2,4.7133587,,,,,,,,,,
5385,,,,,,,,,,,,,,,,,,,,,,,323.0,4.3949208,,,,,,,,,,
5386,,,,,,,,,,,,,,,,,,,,,,,322.8,4.5657638,,,,,,,,,,
5387,,,,,,,,,,,,,,,,,,,,,,,322.6,3.822053,,,,,,,,,,
5388,,,,,,,,,,,,,,,,,,,,,,,322.4,4.8812163,,,,,,,,,,
5389,,,,,,,,,,,,,,,,,,,,,,,322.2,5.0036044,,,,,,,,,,
5390,,,,,,,,,,,,,,,,,,,,,,,322.0,3.9919717,,,,,,,,,,
5391,,,,,,,,,,,,,,,,,,,,,,,321.8,5.1502906,,,,,,,,,,
5392,,,,,,,,,,,,,,,,,,,,,,,321.6,4.6277152,,,,,,,,,,
5393,,,,,,,,,,,,,,,,,,,,,,,321.4,4.5251838,,,,,,,,,,
5394,,,,,,,,,,,,,,,,,,,,,,,321.2,5.5668087,,,,,,,,,,
5395,,,,,,,,,,,,,,,,,,,,,,,321.0,4.304864,,,,,,,,,,
5396,,,,,,,,,,,,,,,,,,,,,,,320.8,4.4682216,,,,,,,,,,
5397,,,,,,,,,,,,,,,,,,,,,,,320.6,4.607686,,,,,,,,,,
5398,,,,,,,,,,,,,,,,,,,,,,,320.4,4.8116281,,,,,,,,,,
5399,,,,,,,,,,,,,,,,,,,,,,,320.2,4.886206,,,,,,,,,,
5400,,,,,,,,,,,,,,,,,,,,,,,320.0,4.6793964,,,,,,,,,,
5401,,,,,,,,,,,,,,,,,,,,,,,319.8,4.7284822,,,,,,,,,,
5402,,,,,,,,,,,,,,,,,,,,,,,319.6,4.8736047,,,,,,,,,,
5403,,,,,,,,,,,,,,,,,,,,,,,319.4,5.170746,,,,,,,,,,
5404,,,,,,,,,,,,,,,,,,,,,,,319.2,5.1294985,,,,,,,,,,
5405,,,,,,,,,,,,,,,,,,,,,,,319.0,4.2548269,,,,,,,,,,
5406,,,,,,,,,,,,,,,,,,,,,,,318.8,3.9000995,,,,,,,,,,
5407,,,,,,,,,,,,,,,,,,,,,,,318.6,4.5917058,,,,,,,,,,
5408,,,,,,,,,,,,,,,,,,,,,,,318.4,4.9849377,,,,,,,,,,
5409,,,,,,,,,,,,,,,,,,,,,,,318.2,5.2344889,,,,,,,,,,
5410,,,,,,,,,,,,,,,,,,,,,,,318.0,4.8514268,,,,,,,,,,
5411,,,,,,,,,,,,,,,,,,,,,,,317.8,4.6435022,,,,,,,,,,
5412,,,,,,,,,,,,,,,,,,,,,,,317.6,4.6279733,,,,,,,,,,
5413,,,,,,,,,,,,,,,,,,,,,,,317.4,4.2141318,,,,,,,,,,
5414,,,,,,,,,,,,,,,,,,,,,,,317.2,4.6163985,,,,,,,,,,
5415,,,,,,,,,,,,,,,,,,,,,,,317.0,5.4565377,,,,,,,,,,
5416,,,,,,,,,,,,,,,,,,,,,,,316.8,6.1232139,,,,,,,,,,
5417,,,,,,,,,,,,,,,,,,,,,,,316.6,4.733769,,,,,,,,,,
5418,,,,,,,,,,,,,,,,,,,,,,,316.4,5.0280967,,,,,,,,,,
5419,,,,,,,,,,,,,,,,,,,,,,,316.2,4.0754964,,,,,,,,,,
5420,,,,,,,,,,,,,,,,,,,,,,,316.0,4.4898539,,,,,,,,,,
5421,,,,,,,,,,,,,,,,,,,,,,,315.8,4.7310887,,,,,,,,,,
5422,,,,,,,,,,,,,,,,,,,,,,,315.6,4.7039021,,,,,,,,,,
5423,,,,,,,,,,,,,,,,,,,,,,,315.4,4.5477053,,,,,,,,,,
5424,,,,,,,,,,,,,,,,,,,,,,,315.2,4.7610421,,,,,,,,,,
5425,,,,,,,,,,,,,,,,,,,,,,,315.0,4.4182742,,,,,,,,,,
5426,,,,,,,,,,,,,,,,,,,,,,,314.8,3.7437853,,,,,,,,,,
5427,,,,,,,,,,,,,,,,,,,,,,,314.6,3.5726024,,,,,,,,,,
5428,,,,,,,,,,,,,,,,,,,,,,,314.4,4.8904013,,,,,,,,,,
5429,,,,,,,,,,,,,,,,,,,,,,,314.2,5.2625013,,,,,,,,,,
5430,,,,,,,,,,,,,,,,,,,,,,,314.0,4.841434,,,,,,,,,,
5431,,,,,,,,,,,,,,,,,,,,,,,313.8,5.0373578,,,,,,,,,,
5432,,,,,,,,,,,,,,,,,,,,,,,313.6,4.5782994,,,,,,,,,,
5433,,,,,,,,,,,,,,,,,,,,,,,313.4,4.2593455,,,,,,,,,,
5434,,,,,,,,,,,,,,,,,,,,,,,313.2,3.6308637,,,,,,,,,,
5435,,,,,,,,,,,,,,,,,,,,,,,313.0,4.508568,,,,,,,,,,
5436,,,,,,,,,,,,,,,,,,,,,,,312.8,5.1085019,,,,,,,,,,
5437,,,,,,,,,,,,,,,,,,,,,,,312.6,4.9150582,,,,,,,,,,
5438,,,,,,,,,,,,,,,,,,,,,,,312.4,4.5780507,,,,,,,,,,
5439,,,,,,,,,,,,,,,,,,,,,,,312.2,4.8968847,,,,,,,,,,
5440,,,,,,,,,,,,,,,,,,,,,,,312.0,4.369364,,,,,,,,,,
5441,,,,,,,,,,,,,,,,,,,,,,,311.8,6.2845953,,,,,,,,,,
5442,,,,,,,,,,,,,,,,,,,,,,,311.6,5.0553446,,,,,,,,,,
5443,,,,,,,,,,,,,,,,,,,,,,,311.4,4.8744433,,,,,,,,,,
5444,,,,,,,,,,,,,,,,,,,,,,,311.2,5.2971421,,,,,,,,,,
5445,,,,,,,,,,,,,,,,,,,,,,,311.0,6.0723007,,,,,,,,,,
5446,,,,,,,,,,,,,,,,,,,,,,,310.8,5.2199905,,,,,,,,,,
5447,,,,,,,,,,,,,,,,,,,,,,,310.6,4.7833543,,,,,,,,,,
5448,,,,,,,,,,,,,,,,,,,,,,,310.4,4.6675497,,,,,,,,,,
5449,,,,,,,,,,,,,,,,,,,,,,,310.2,4.9906173,,,,,,,,,,
5450,,,,,,,,,,,,,,,,,,,,,,,310.0,4.3238295,,,,,,,,,,
5451,,,,,,,,,,,,,,,,,,,,,,,309.8,5.727905,,,,,,,,,,
5452,,,,,,,,,,,,,,,,,,,,,,,309.6,5.4465511,,,,,,,,,,
5453,,,,,,,,,,,,,,,,,,,,,,,309.4,5.4515548,,,,,,,,,,
5454,,,,,,,,,,,,,,,,,,,,,,,309.2,5.1490927,,,,,,,,,,
5455,,,,,,,,,,,,,,,,,,,,,,,309.0,4.1672347,,,,,,,,,,
5456,,,,,,,,,,,,,,,,,,,,,,,308.8,4.3906057,,,,,,,,,,
5457,,,,,,,,,,,,,,,,,,,,,,,308.6,4.6247148,,,,,,,,,,
5458,,,,,,,,,,,,,,,,,,,,,,,308.4,4.9830378,,,,,,,,,,
5459,,,,,,,,,,,,,,,,,,,,,,,308.2,4.5774991,,,,,,,,,,
5460,,,,,,,,,,,,,,,,,,,,,,,308.0,3.9135919,,,,,,,,,,
5461,,,,,,,,,,,,,,,,,,,,,,,307.8,4.9127648,,,,,,,,,,
5462,,,,,,,,,,,,,,,,,,,,,,,307.6,4.6826646,,,,,,,,,,
5463,,,,,,,,,,,,,,,,,,,,,,,307.4,4.7379524,,,,,,,,,,
5464,,,,,,,,,,,,,,,,,,,,,,,307.2,4.3050387,,,,,,,,,,
5465,,,,,,,,,,,,,,,,,,,,,,,307.0,4.4215352,,,,,,,,,,
5466,,,,,,,,,,,,,,,,,,,,,,,306.8,5.7240625,,,,,,,,,,
5467,,,,,,,,,,,,,,,,,,,,,,,306.6,4.8532343,,,,,,,,,,
5468,,,,,,,,,,,,,,,,,,,,,,,306.4,4.5076423,,,,,,,,,,
5469,,,,,,,,,,,,,,,,,,,,,,,306.2,4.5262756,,,,,,,,,,
5470,,,,,,,,,,,,,,,,,,,,,,,306.0,4.4545462,,,,,,,,,,
5471,,,,,,,,,,,,,,,,,,,,,,,305.8,5.0820736,,,,,,,,,,
5472,,,,,,,,,,,,,,,,,,,,,,,305.6,4.90819,,,,,,,,,,
5473,,,,,,,,,,,,,,,,,,,,,,,305.4,4.3503581,,,,,,,,,,
5474,,,,,,,,,,,,,,,,,,,,,,,305.2,5.1296955,,,,,,,,,,
5475,,,,,,,,,,,,,,,,,,,,,,,305.0,4.1726022,,,,,,,,,,
5476,,,,,,,,,,,,,,,,,,,,,,,304.8,4.2271564,,,,,,,,,,
5477,,,,,,,,,,,,,,,,,,,,,,,304.6,4.6429125,,,,,,,,,,
5478,,,,,,,,,,,,,,,,,,,,,,,304.4,4.2754937,,,,,,,,,,
5479,,,,,,,,,,,,,,,,,,,,,,,304.2,4.3634386,,,,,,,,,,
5480,,,,,,,,,,,,,,,,,,,,,,,304.0,5.3149217,,,,,,,,,,
5481,,,,,,,,,,,,,,,,,,,,,,,303.8,4.5736671,,,,,,,,,,
5482,,,,,,,,,,,,,,,,,,,,,,,303.6,4.5485032,,,,,,,,,,
5483,,,,,,,,,,,,,,,,,,,,,,,303.4,4.2483509,,,,,,,,,,
5484,,,,,,,,,,,,,,,,,,,,,,,303.2,4.0498544,,,,,,,,,,
5485,,,,,,,,,,,,,,,,,,,,,,,303.0,4.3993374,,,,,,,,,,
5486,,,,,,,,,,,,,,,,,,,,,,,302.8,4.8477545,,,,,,,,,,
5487,,,,,,,,,,,,,,,,,,,,,,,302.6,3.8478507,,,,,,,,,,
5488,,,,,,,,,,,,,,,,,,,,,,,302.4,5.3806691,,,,,,,,,,
5489,,,,,,,,,,,,,,,,,,,,,,,302.2,5.0906282,,,,,,,,,,
5490,,,,,,,,,,,,,,,,,,,,,,,302.0,4.8326476,,,,,,,,,,
5491,,,,,,,,,,,,,,,,,,,,,,,301.8,4.9483812,,,,,,,,,,
5492,,,,,,,,,,,,,,,,,,,,,,,301.6,5.3425844,,,,,,,,,,
5493,,,,,,,,,,,,,,,,,,,,,,,301.4,4.5776735,,,,,,,,,,
5494,,,,,,,,,,,,,,,,,,,,,,,301.2,4.9987821,,,,,,,,,,
5495,,,,,,,,,,,,,,,,,,,,,,,301.0,4.6357547,,,,,,,,,,
5496,,,,,,,,,,,,,,,,,,,,,,,300.8,5.5741524,,,,,,,,,,
5497,,,,,,,,,,,,,,,,,,,,,,,300.6,5.8794642,,,,,,,,,,
5498,,,,,,,,,,,,,,,,,,,,,,,300.4,5.1310096,,,,,,,,,,
5499,,,,,,,,,,,,,,,,,,,,,,,300.2,4.3945747,,,,,,,,,,
5500,,,,,,,,,,,,,,,,,,,,,,,300.0,5.4570836,,,,,,,,,,
5501,,,,,,,,,,,,,,,,,,,,,,,299.8,4.9200623,,,,,,,,,,
5502,,,,,,,,,,,,,,,,,,,,,,,299.6,4.9845404,,,,,,,,,,
5503,,,,,,,,,,,,,,,,,,,,,,,299.4,4.3451744,,,,,,,,,,
5504,,,,,,,,,,,,,,,,,,,,,,,299.2,4.3996296,,,,,,,,,,
5505,,,,,,,,,,,,,,,,,,,,,,,299.0,4.6242083,,,,,,,,,,
5506,,,,,,,,,,,,,,,,,,,,,,,298.8,5.3113122,,,,,,,,,,
5507,,,,,,,,,,,,,,,,,,,,,,,298.6,4.6019986,,,,,,,,,,
5508,,,,,,,,,,,,,,,,,,,,,,,298.4,4.2448287,,,,,,,,,,
5509,,,,,,,,,,,,,,,,,,,,,,,298.2,5.1996044,,,,,,,,,,
5510,,,,,,,,,,,,,,,,,,,,,,,298.0,4.7079683,,,,,,,,,,
5511,,,,,,,,,,,,,,,,,,,,,,,297.8,4.4908856,,,,,,,,,,
5512,,,,,,,,,,,,,,,,,,,,,,,297.6,5.0232495,,,,,,,,,,
5513,,,,,,,,,,,,,,,,,,,,,,,297.4,4.7040413,,,,,,,,,,
5514,,,,,,,,,,,,,,,,,,,,,,,297.2,4.6607715,,,,,,,,,,
5515,,,,,,,,,,,,,,,,,,,,,,,297.0,3.8624529,,,,,,,,,,
5516,,,,,,,,,,,,,,,,,,,,,,,296.8,4.4980111,,,,,,,,,,
5517,,,,,,,,,,,,,,,,,,,,,,,296.6,4.5225241,,,,,,,,,,
5518,,,,,,,,,,,,,,,,,,,,,,,296.4,5.0576905,,,,,,,,,,
5519,,,,,,,,,,,,,,,,,,,,,,,296.2,4.6286763,,,,,,,,,,
5520,,,,,,,,,,,,,,,,,,,,,,,296.0,4.7419378,,,,,,,,,,
5521,,,,,,,,,,,,,,,,,,,,,,,295.8,4.5829362,,,,,,,,,,
5522,,,,,,,,,,,,,,,,,,,,,,,295.6,5.1219328,,,,,,,,,,
5523,,,,,,,,,,,,,,,,,,,,,,,295.4,5.2769597,,,,,,,,,,
5524,,,,,,,,,,,,,,,,,,,,,,,295.2,5.3435808,,,,,,,,,,
5525,,,,,,,,,,,,,,,,,,,,,,,295.0,4.6766627,,,,,,,,,,
5526,,,,,,,,,,,,,,,,,,,,,,,294.8,4.486394,,,,,,,,,,
5527,,,,,,,,,,,,,,,,,,,,,,,294.6,5.09631,,,,,,,,,,
5528,,,,,,,,,,,,,,,,,,,,,,,294.4,5.1409604,,,,,,,,,,
5529,,,,,,,,,,,,,,,,,,,,,,,294.2,4.9017389,,,,,,,,,,
5530,,,,,,,,,,,,,,,,,,,,,,,294.0,4.6834603,,,,,,,,,,
5531,,,,,,,,,,,,,,,,,,,,,,,293.8,5.4164086,,,,,,,,,,
5532,,,,,,,,,,,,,,,,,,,,,,,293.6,5.3648567,,,,,,,,,,
5533,,,,,,,,,,,,,,,,,,,,,,,293.4,5.4202513,,,,,,,,,,
5534,,,,,,,,,,,,,,,,,,,,,,,293.2,5.0559497,,,,,,,,,,
5535,,,,,,,,,,,,,,,,,,,,,,,293.0,4.5787628,,,,,,,,,,
5536,,,,,,,,,,,,,,,,,,,,,,,292.8,4.3340244,,,,,,,,,,
5537,,,,,,,,,,,,,,,,,,,,,,,292.6,4.4117176,,,,,,,,,,
5538,,,,,,,,,,,,,,,,,,,,,,,292.4,4.8601639,,,,,,,,,,
5539,,,,,,,,,,,,,,,,,,,,,,,292.2,4.2809075,,,,,,,,,,
5540,,,,,,,,,,,,,,,,,,,,,,,292.0,4.7088928,,,,,,,,,,
5541,,,,,,,,,,,,,,,,,,,,,,,291.8,5.1881628,,,,,,,,,,
5542,,,,,,,,,,,,,,,,,,,,,,,291.6,4.9187975,,,,,,,,,,
5543,,,,,,,,,,,,,,,,,,,,,,,291.4,5.1099025,,,,,,,,,,
5544,,,,,,,,,,,,,,,,,,,,,,,291.2,5.4150337,,,,,,,,,,
5545,,,,,,,,,,,,,,,,,,,,,,,291.0,5.3619762,,,,,,,,,,
5546,,,,,,,,,,,,,,,,,,,,,,,290.8,6.0764265,,,,,,,,,,
5547,,,,,,,,,,,,,,,,,,,,,,,290.6,5.1938422,,,,,,,,,,
5548,,,,,,,,,,,,,,,,,,,,,,,290.4,5.1974414,,,,,,,,,,
5549,,,,,,,,,,,,,,,,,,,,,,,290.2,6.5977879,,,,,,,,,,
5550,,,,,,,,,,,,,,,,,,,,,,,290.0,6.1154136,,,,,,,,,,
5551,,,,,,,,,,,,,,,,,,,,,,,289.8,5.3210176,,,,,,,,,,
5552,,,,,,,,,,,,,,,,,,,,,,,289.6,4.1454598,,,,,,,,,,
5553,,,,,,,,,,,,,,,,,,,,,,,289.4,4.911079,,,,,,,,,,
5554,,,,,,,,,,,,,,,,,,,,,,,289.2,4.6817521,,,,,,,,,,
5555,,,,,,,,,,,,,,,,,,,,,,,289.0,4.9103667,,,,,,,,,,
5556,,,,,,,,,,,,,,,,,,,,,,,288.8,4.5480787,,,,,,,,,,
5557,,,,,,,,,,,,,,,,,,,,,,,288.6,4.5946147,,,,,,,,,,
5558,,,,,,,,,,,,,,,,,,,,,,,288.4,4.6509758,,,,,,,,,,
5559,,,,,,,,,,,,,,,,,,,,,,,288.2,5.2777303,,,,,,,,,,
5560,,,,,,,,,,,,,,,,,,,,,,,288.0,6.027921,,,,,,,,,,
5561,,,,,,,,,,,,,,,,,,,,,,,287.8,6.0667057,,,,,,,,,,
5562,,,,,,,,,,,,,,,,,,,,,,,287.6,6.4540782,,,,,,,,,,
5563,,,,,,,,,,,,,,,,,,,,,,,287.4,6.241235,,,,,,,,,,
5564,,,,,,,,,,,,,,,,,,,,,,,287.2,6.8778126,,,,,,,,,,
5565,,,,,,,,,,,,,,,,,,,,,,,287.0,6.9560054,,,,,,,,,,
5566,,,,,,,,,,,,,,,,,,,,,,,286.8,6.8615129,,,,,,,,,,
5567,,,,,,,,,,,,,,,,,,,,,,,286.6,7.3619513,,,,,,,,,,
5568,,,,,,,,,,,,,,,,,,,,,,,286.4,8.3581364,,,,,,,,,,
5569,,,,,,,,,,,,,,,,,,,,,,,286.2,8.2119207,,,,,,,,,,
